Planets,Years,Date,Angular Separation (deg),Elongation
Mercury Venus,33, 0033-Aug-14 05:28:00 UTC,0.943,2.102
Mercury Venus,34, 0034-Aug-08 15:29:00 UTC,0.412,11.125
Mercury Venus,35, 0035-Aug-03 23:10:00 UTC,0.487,19.963
Mercury Venus,36, 0036-Jul-31 15:16:00 UTC,2.082,26.572
Mercury Venus,36, 0036-Sep-02 21:46:00 UTC,2.892,4.887
Mercury Venus,36, 0036-Sep-18 04:47:00 UTC,1.064,18.007
Mercury Venus,37, 0037-Sep-14 21:35:00 UTC,1.129,10.195
Mercury Venus,38, 0038-Sep-09 15:12:00 UTC,0.599,1.393
Mercury Venus,39, 0039-Sep-04 09:39:00 UTC,0.147,9.029
Mercury Venus,40, 0040-Aug-29 20:18:00 UTC,1.125,17.794
Mercury Venus,41, 0041-Aug-27 02:36:00 UTC,2.514,24.842
Mercury Venus,41, 0041-Sep-29 22:18:00 UTC,0.888,6.673
Mercury Venus,41, 0041-Oct-13 07:47:00 UTC,1.593,19.215
Mercury Venus,42, 0042-Aug-28 15:05:00 UTC,7.719,22.182
Mercury Venus,42, 0042-Oct-11 00:18:00 UTC,1.03,12.297
Mercury Venus,43, 0043-Oct-06 05:28:00 UTC,0.228,3.214
Mercury Venus,44, 0044-Sep-30 06:27:00 UTC,0.625,6.078
Mercury Venus,45, 0045-Sep-25 17:51:00 UTC,1.562,14.852
Mercury Venus,46, 0046-Sep-22 14:12:00 UTC,2.659,22.333
Mercury Venus,46, 0046-Oct-26 20:20:00 UTC,1.124,9.78
Mercury Venus,46, 0046-Nov-07 03:00:00 UTC,2.043,20.733
Mercury Venus,47, 0047-Sep-25 11:00:00 UTC,5.514,20.288
Mercury Venus,47, 0047-Nov-06 02:54:00 UTC,0.862,15.206
Mercury Venus,48, 0048-Oct-31 18:32:00 UTC,0.115,6.581
Mercury Venus,49, 0049-Oct-26 23:25:00 UTC,0.976,2.489
Mercury Venus,50, 0050-Oct-22 08:15:00 UTC,1.779,11.322
Mercury Venus,51, 0051-Oct-18 15:31:00 UTC,2.534,19.298
Mercury Venus,51, 0051-Nov-25 03:21:00 UTC,2.749,16.646
Mercury Venus,51, 0051-Nov-30 17:55:00 UTC,2.575,21.626
Mercury Venus,52, 0052-Oct-22 00:27:00 UTC,2.863,17.705
Mercury Venus,52, 0052-Nov-30 22:50:00 UTC,0.672,18.688
Mercury Venus,53, 0053-Nov-26 23:46:00 UTC,0.4,10.603
Mercury Venus,54, 0054-Nov-22 05:32:00 UTC,1.189,2.079
Mercury Venus,55, 0055-Nov-17 08:21:00 UTC,1.802,7.435
Mercury Venus,56, 0056-Nov-11 23:37:00 UTC,2.218,15.885
Mercury Venus,56, 0056-Dec-24 02:04:00 UTC,4.254,21.767
Mercury Venus,57, 0057-Nov-12 14:14:00 UTC,1.652,19.999
Mercury Venus,57, 0057-Nov-19 17:30:00 UTC,0.207,12.648
Mercury Venus,57, 0057-Dec-26 03:04:00 UTC,0.499,22.35
Mercury Venus,58, 0058-Dec-22 15:05:00 UTC,0.627,14.884
Mercury Venus,59, 0059-Dec-17 20:52:00 UTC,1.3,6.301
Mercury Venus,60, 0060-Dec-11 16:43:00 UTC,1.702,3.61
Mercury Venus,61, 0061-Dec-06 16:17:00 UTC,1.817,12.258
Mercury Venus,62, 0062-Dec-03 16:49:00 UTC,1.16,19.285
Mercury Venus,62, 0062-Dec-19 03:59:00 UTC,2.978,5.466
Mercury Venus,63, 0063-Jan-19 08:36:00 UTC,0.362,25.598
Mercury Venus,64, 0064-Jan-16 15:09:00 UTC,0.833,19.022
Mercury Venus,65, 0065-Jan-10 22:14:00 UTC,1.363,10.54
Mercury Venus,66, 0066-Jan-05 11:44:00 UTC,1.548,2.298
Mercury Venus,66, 0066-Dec-30 21:27:00 UTC,1.406,8.588
Mercury Venus,67, 0067-Dec-26 06:29:00 UTC,0.622,16.917
Mercury Venus,68, 0068-Jan-19 12:37:00 UTC,4.339,7.519
Mercury Venus,68, 0068-Feb-10 21:55:00 UTC,0.361,27.497
Mercury Venus,69, 0069-Feb-08 21:29:00 UTC,1.056,22.696
Mercury Venus,70, 0070-Feb-04 09:43:00 UTC,1.425,14.499
Mercury Venus,71, 0071-Jan-29 18:54:00 UTC,1.395,5.41
Mercury Venus,72, 0072-Jan-23 17:48:00 UTC,1.037,5.023
Mercury Venus,73, 0073-Jan-17 02:22:00 UTC,0.16,14.076
Mercury Venus,73, 0073-Feb-27 20:07:00 UTC,1.9,23.799
Mercury Venus,74, 0074-Jan-15 04:08:00 UTC,4.265,16.511
Mercury Venus,74, 0074-Mar-04 06:36:00 UTC,1.34,25.567
Mercury Venus,75, 0075-Feb-28 09:33:00 UTC,1.533,17.969
Mercury Venus,76, 0076-Feb-22 18:20:00 UTC,1.275,8.792
Mercury Venus,77, 0077-Feb-15 10:08:00 UTC,0.722,1.982
Mercury Venus,78, 0078-Feb-09 03:06:00 UTC,0.228,11.187
Mercury Venus,79, 0079-Feb-05 08:52:00 UTC,2.351,18.23
Mercury Venus,79, 0079-Feb-19 10:41:00 UTC,4.453,6.576
Mercury Venus,79, 0079-Mar-26 07:51:00 UTC,1.714,26.995
Mercury Venus,80, 0080-Mar-22 23:39:00 UTC,1.72,20.751
Mercury Venus,81, 0081-Mar-17 13:06:00 UTC,1.201,11.752
Mercury Venus,82, 0082-Mar-11 00:57:00 UTC,0.461,2.015
Mercury Venus,83, 0083-Mar-04 07:47:00 UTC,0.54,8.479
Mercury Venus,84, 0084-Feb-26 21:59:00 UTC,2.115,17.323
Mercury Venus,84, 0084-Apr-01 04:05:00 UTC,0.331,14.171
Mercury Venus,85, 0085-Apr-15 02:11:00 UTC,2.02,22.693
Mercury Venus,86, 0086-Apr-10 04:35:00 UTC,1.171,14.177
Mercury Venus,87, 0087-Apr-03 16:14:00 UTC,0.242,4.235
Mercury Venus,88, 0088-Mar-26 17:42:00 UTC,0.792,6.157
Mercury Venus,89, 0089-Mar-20 14:06:00 UTC,2.069,15.813
Mercury Venus,90, 0090-Mar-24 19:27:00 UTC,4.189,14.226
Mercury Venus,90, 0090-May-07 13:44:00 UTC,2.484,23.435
Mercury Venus,91, 0091-May-03 20:14:00 UTC,1.156,15.932
Mercury Venus,92, 0092-Apr-26 11:21:00 UTC,0.033,6.081
Mercury Venus,93, 0093-Apr-19 10:57:00 UTC,0.998,4.387
Mercury Venus,94, 0094-Apr-12 22:56:00 UTC,2.022,14.438
Mercury Venus,95, 0095-Apr-10 01:56:00 UTC,2.966,21.429
Mercury Venus,95, 0095-May-07 20:29:00 UTC,2.289,3.721
Mercury Venus,95, 0095-May-28 09:22:00 UTC,3.318,21.866
Mercury Venus,96, 0096-May-26 13:12:00 UTC,1.119,17.048
Mercury Venus,97, 0097-May-20 11:23:00 UTC,0.188,7.435
Mercury Venus,98, 0098-May-13 12:04:00 UTC,1.154,3.189
Mercury Venus,99, 0099-May-06 21:34:00 UTC,1.909,13.355
Mercury Venus,100, 0100-May-02 10:57:00 UTC,2.333,21.792
Mercury Venus,100, 0100-Jun-20 03:45:00 UTC,6.703,16.928
Mercury Venus,101, 0101-May-05 10:36:00 UTC,6.63,16.751
Mercury Venus,101, 0101-Jun-20 08:59:00 UTC,1.003,17.599
Mercury Venus,102, 0102-Jun-14 18:28:00 UTC,0.439,8.348
Mercury Venus,103, 0103-Jun-07 23:33:00 UTC,1.252,2.561
Mercury Venus,104, 0104-May-31 11:18:00 UTC,1.697,12.583
Mercury Venus,105, 0105-May-26 12:13:00 UTC,1.687,21.537
Mercury Venus,106, 0106-May-28 18:29:00 UTC,0.343,23.756
Mercury Venus,106, 0106-Jul-14 10:22:00 UTC,0.741,17.726
Mercury Venus,107, 0107-Jul-09 11:03:00 UTC,0.715,8.946
Mercury Venus,108, 0108-Jul-01 23:05:00 UTC,1.261,2.267
Mercury Venus,109, 0109-Jun-25 16:11:00 UTC,1.36,11.892
Mercury Venus,110, 0110-Jun-20 13:59:00 UTC,0.978,20.987
Mercury Venus,111, 0111-Jun-19 03:13:00 UTC,0.563,26.701
Mercury Venus,111, 0111-Jul-19 04:24:00 UTC,5.142,4.605
Mercury Venus,111, 0111-Aug-07 16:53:00 UTC,0.302,17.729
Mercury Venus,112, 0112-Aug-02 13:06:00 UTC,0.964,9.534
Mercury Venus,113, 0113-Jul-27 10:43:00 UTC,1.154,1.952
Mercury Venus,114, 0114-Jul-21 11:44:00 UTC,0.906,10.96
Mercury Venus,115, 0115-Jul-16 11:51:00 UTC,0.226,20.029
Mercury Venus,116, 0116-Jul-13 00:00:00 UTC,1.276,26.762
Mercury Venus,116, 0116-Aug-18 17:03:00 UTC,3.478,7.947
Mercury Venus,116, 0116-Aug-31 04:48:00 UTC,0.298,17.876
Mercury Venus,117, 0117-Aug-28 01:36:00 UTC,1.131,10.378
Mercury Venus,118, 0118-Aug-22 11:04:00 UTC,0.925,1.686
Mercury Venus,119, 0119-Aug-16 21:29:00 UTC,0.377,9.506
Mercury Venus,120, 0120-Aug-11 02:02:00 UTC,0.499,18.467
Mercury Venus,121, 0121-Aug-08 04:12:00 UTC,1.934,25.637
Mercury Venus,121, 0121-Sep-15 08:14:00 UTC,1.471,9.843
Mercury Venus,121, 0121-Sep-24 20:13:00 UTC,0.978,18.346
Mercury Venus,122, 0122-Aug-10 09:23:00 UTC,7.179,23.16
Mercury Venus,122, 0122-Sep-22 22:51:00 UTC,1.176,11.784
Mercury Venus,123, 0123-Sep-17 20:43:00 UTC,0.608,2.578
Mercury Venus,124, 0124-Sep-11 15:43:00 UTC,0.149,7.242
Mercury Venus,125, 0125-Sep-06 23:46:00 UTC,1.096,16.111
Mercury Venus,126, 0126-Sep-03 19:13:00 UTC,2.362,23.596
Mercury Venus,126, 0126-Oct-12 02:55:00 UTC,0.489,11.925
Mercury Venus,126, 0126-Oct-18 23:43:00 UTC,1.621,18.902
Mercury Venus,127, 0127-Sep-07 15:59:00 UTC,5.305,21.799
Mercury Venus,127, 0127-Oct-18 23:49:00 UTC,1.11,13.99
Mercury Venus,128, 0128-Oct-13 09:50:00 UTC,0.263,5.08
Mercury Venus,129, 0129-Oct-08 11:39:00 UTC,0.596,4.134
Mercury Venus,130, 0130-Oct-03 20:49:00 UTC,1.501,13.004
Mercury Venus,131, 0131-Sep-30 08:06:00 UTC,2.507,20.854
Mercury Venus,131, 0131-Nov-09 08:26:00 UTC,2.252,16.525
Mercury Venus,132, 0132-Oct-05 19:29:00 UTC,3.365,18.095
Mercury Venus,132, 0132-Nov-12 23:37:00 UTC,0.975,16.947
Mercury Venus,133, 0133-Nov-08 21:03:00 UTC,0.059,8.575
Mercury Venus,134, 0134-Nov-04 02:56:00 UTC,0.925,0.734
Mercury Venus,135, 0135-Oct-30 09:32:00 UTC,1.698,9.353
Mercury Venus,136, 0136-Oct-25 08:46:00 UTC,2.391,17.611
Mercury Venus,136, 0136-Dec-06 15:06:00 UTC,4.067,20.2
Mercury Venus,137, 0137-Oct-26 21:50:00 UTC,2.508,21.125
Mercury Venus,137, 0137-Nov-03 19:44:00 UTC,0.939,12.593
Mercury Venus,137, 0137-Dec-08 14:11:00 UTC,0.82,20.386
Mercury Venus,138, 0138-Dec-04 22:44:00 UTC,0.33,12.647
Mercury Venus,139, 0139-Nov-30 06:07:00 UTC,1.129,4.038
Mercury Venus,140, 0140-Nov-24 07:22:00 UTC,1.72,5.425
Mercury Venus,141, 0141-Nov-19 16:23:00 UTC,2.102,14.033
Mercury Venus,142, 0142-Jan-02 11:10:00 UTC,7.155,21.808
Mercury Venus,142, 0142-Nov-17 13:25:00 UTC,1.862,20.451
Mercury Venus,142, 0142-Dec-02 06:30:00 UTC,1.75,6.653
Mercury Venus,143, 0143-Jan-02 10:44:00 UTC,0.687,23.834
Mercury Venus,143, 0143-Dec-30 10:21:00 UTC,0.557,16.88
Mercury Venus,144, 0144-Dec-24 19:01:00 UTC,1.247,8.386
Mercury Venus,145, 0145-Dec-19 14:21:00 UTC,1.635,2.146
Mercury Venus,146, 0146-Dec-14 09:32:00 UTC,1.735,10.315
Mercury Venus,147, 0147-Dec-10 11:19:00 UTC,1.229,18.174
Mercury Venus,147, 0147-Dec-31 17:48:00 UTC,3.86,4.013
Mercury Venus,148, 0148-Jan-26 02:51:00 UTC,0.629,26.564
Mercury Venus,149, 0149-Jan-23 06:02:00 UTC,0.776,20.873
Mercury Venus,150, 0150-Jan-18 17:46:00 UTC,1.331,12.594
Mercury Venus,151, 0151-Jan-13 07:44:00 UTC,1.509,3.802
Mercury Venus,152, 0152-Jan-07 14:38:00 UTC,1.366,6.601
Mercury Venus,153, 0153-Jan-01 11:36:00 UTC,0.684,15.331
Mercury Venus,153, 0153-Feb-15 00:23:00 UTC,0.99,26.765
Mercury Venus,153, 0153-Dec-30 01:52:00 UTC,5.472,16.392
Mercury Venus,154, 0154-Feb-16 05:31:00 UTC,1.021,24.313
Mercury Venus,155, 0155-Feb-12 02:18:00 UTC,1.43,16.462
Mercury Venus,156, 0156-Feb-06 13:44:00 UTC,1.393,7.389
Mercury Venus,157, 0157-Jan-30 11:37:00 UTC,1.035,3.17
Mercury Venus,158, 0158-Jan-24 13:22:00 UTC,0.229,12.28
Mercury Venus,158, 0158-Mar-08 13:52:00 UTC,6.084,22.173
Mercury Venus,159, 0159-Jan-21 23:40:00 UTC,2.264,17.867
Mercury Venus,159, 0159-Mar-11 03:36:00 UTC,1.327,26.72
Mercury Venus,160, 0160-Mar-06 23:24:00 UTC,1.586,19.754
Mercury Venus,161, 0161-Mar-01 12:46:00 UTC,1.314,10.73
Mercury Venus,162, 0162-Feb-23 04:57:00 UTC,0.754,1.629
Mercury Venus,163, 0163-Feb-16 17:52:00 UTC,0.147,9.316
Mercury Venus,164, 0164-Feb-11 20:12:00 UTC,1.86,17.614
Mercury Venus,164, 0164-Mar-06 18:06:00 UTC,3.524,5.923
Mercury Venus,164, 0164-Mar-30 21:24:00 UTC,1.652,26.933
Mercury Venus,165, 0165-Mar-30 08:51:00 UTC,1.835,22.29
Mercury Venus,166, 0166-Mar-25 06:20:00 UTC,1.285,13.597
Mercury Venus,167, 0167-Mar-18 20:09:00 UTC,0.527,3.786
Mercury Venus,168, 0168-Mar-11 01:05:00 UTC,0.447,6.608
Mercury Venus,169, 0169-Mar-05 02:31:00 UTC,1.849,15.987
Mercury Venus,169, 0169-Apr-16 01:23:00 UTC,4.45,18.169
Mercury Venus,170, 0170-Mar-04 01:21:00 UTC,6.994,15.777
Mercury Venus,170, 0170-Apr-22 03:35:00 UTC,2.224,23.828
Mercury Venus,171, 0171-Apr-17 21:01:00 UTC,1.299,15.852
Mercury Venus,172, 0172-Apr-10 12:33:00 UTC,0.329,6.036
Mercury Venus,173, 0173-Apr-03 13:36:00 UTC,0.695,4.361
Mercury Venus,174, 0174-Mar-28 02:43:00 UTC,1.881,14.306
Mercury Venus,175, 0175-Mar-26 14:19:00 UTC,3.413,19.927
Mercury Venus,175, 0175-Apr-12 12:07:00 UTC,1.551,4.024
Mercury Venus,175, 0175-May-13 20:10:00 UTC,2.85,23.711
Mercury Venus,176, 0176-May-10 11:33:00 UTC,1.328,17.405
Mercury Venus,177, 0177-May-04 08:36:00 UTC,0.133,7.775
Mercury Venus,178, 0178-Apr-27 08:43:00 UTC,0.902,2.694
Mercury Venus,179, 0179-Apr-20 16:14:00 UTC,1.873,12.904
Mercury Venus,180, 0180-Apr-15 10:53:00 UTC,2.743,21.06
Mercury Venus,180, 0180-May-29 20:09:00 UTC,4.481,17.345
Mercury Venus,181, 0181-Jun-03 02:06:00 UTC,1.338,18.3
Mercury Venus,182, 0182-May-28 09:15:00 UTC,0.086,9.027
Mercury Venus,183, 0183-May-21 11:38:00 UTC,1.067,1.716
Mercury Venus,184, 0184-May-13 18:37:00 UTC,1.788,11.861
Mercury Venus,185, 0185-May-08 17:30:00 UTC,2.184,20.831
Mercury Venus,186, 0186-May-14 20:45:00 UTC,1.664,17.96
Mercury Venus,186, 0186-Jun-26 18:58:00 UTC,1.267,18.575
Mercury Venus,187, 0187-Jun-21 17:40:00 UTC,0.355,9.821
Mercury Venus,188, 0188-Jun-14 01:12:00 UTC,1.18,1.525
Mercury Venus,189, 0189-Jun-07 11:30:00 UTC,1.598,11.123
Mercury Venus,190, 0190-Jun-02 03:53:00 UTC,1.58,20.377
Mercury Venus,191, 0191-Jun-01 09:02:00 UTC,0.293,25.553
Mercury Venus,191, 0191-Jun-27 04:03:00 UTC,5.084,5.514
Mercury Venus,191, 0191-Jul-20 15:01:00 UTC,1.054,18.391
Mercury Venus,192, 0192-Jul-15 10:48:00 UTC,0.658,10.377
Mercury Venus,193, 0193-Jul-09 01:59:00 UTC,1.209,1.688
Mercury Venus,194, 0194-Jul-02 18:34:00 UTC,1.283,10.408
Mercury Venus,195, 0195-Jun-27 11:09:00 UTC,0.903,19.697
Mercury Venus,196, 0196-Jun-23 22:14:00 UTC,0.384,26.453
Mercury Venus,196, 0196-Aug-12 12:01:00 UTC,0.677,17.976
Mercury Venus,197, 0197-Aug-09 13:11:00 UTC,0.945,10.975
Mercury Venus,198, 0198-Aug-03 14:54:00 UTC,1.124,1.947
Mercury Venus,199, 0199-Jul-28 16:19:00 UTC,0.853,9.418
Mercury Venus,200, 0200-Jul-23 13:09:00 UTC,0.183,18.616
Mercury Venus,201, 0201-Jul-20 10:22:00 UTC,1.161,25.945
Mercury Venus,201, 0201-Sep-06 04:07:00 UTC,0.174,17.353
Mercury Venus,202, 0202-Jul-22 21:29:00 UTC,6.73,23.495
Mercury Venus,202, 0202-Sep-05 01:54:00 UTC,1.153,11.866
Mercury Venus,203, 0203-Aug-30 15:59:00 UTC,0.92,2.592
Mercury Venus,204, 0204-Aug-24 03:03:00 UTC,0.353,7.831
Mercury Venus,205, 0205-Aug-19 05:03:00 UTC,0.503,16.881
Mercury Venus,206, 0206-Aug-15 20:39:00 UTC,1.816,24.482
Mercury Venus,206, 0206-Sep-28 17:57:00 UTC,0.615,15.373
Mercury Venus,207, 0207-Aug-19 14:29:00 UTC,5.001,23.692
Mercury Venus,207, 0207-Sep-30 21:56:00 UTC,1.238,13.375
Mercury Venus,208, 0208-Sep-25 01:01:00 UTC,0.63,4.235
Mercury Venus,209, 0209-Sep-19 20:59:00 UTC,0.141,5.399
Mercury Venus,210, 0210-Sep-15 03:01:00 UTC,1.062,14.345
Mercury Venus,211, 0211-Sep-11 14:01:00 UTC,2.23,22.186
Mercury Venus,211, 0211-Oct-24 16:46:00 UTC,2.365,16.445
Mercury Venus,212, 0212-Sep-19 21:18:00 UTC,3.892,17.741
Mercury Venus,212, 0212-Oct-25 20:51:00 UTC,1.212,15.661
Mercury Venus,213, 0213-Oct-21 13:07:00 UTC,0.31,6.987
Mercury Venus,214, 0214-Oct-16 16:18:00 UTC,0.561,2.161
Mercury Venus,215, 0215-Oct-11 23:41:00 UTC,1.439,11.101
Mercury Venus,216, 0216-Oct-07 03:27:00 UTC,2.368,19.237
Mercury Venus,216, 0216-Nov-19 09:29:00 UTC,4.295,18.553
Mercury Venus,217, 0217-Oct-08 01:30:00 UTC,3.242,23.138
Mercury Venus,217, 0217-Oct-19 04:27:00 UTC,1.933,11.922
Mercury Venus,217, 0217-Nov-20 17:08:00 UTC,1.114,18.621
Mercury Venus,218, 0218-Nov-16 21:57:00 UTC,0.007,10.58
Mercury Venus,219, 0219-Nov-12 05:17:00 UTC,0.869,1.848
Mercury Venus,220, 0220-Nov-06 10:15:00 UTC,1.618,7.339
Mercury Venus,221, 0221-Nov-02 02:59:00 UTC,2.26,15.811
Mercury Venus,221, 0221-Dec-16 05:00:00 UTC,6.84,20.551
Mercury Venus,222, 0222-Oct-31 15:23:00 UTC,2.534,21.766
Mercury Venus,222, 0222-Nov-16 01:00:00 UTC,0.534,6.936
Mercury Venus,222, 0222-Dec-16 01:08:00 UTC,1.004,21.952
Mercury Venus,223, 0223-Dec-12 19:53:00 UTC,0.251,14.671
Mercury Venus,224, 0224-Dec-07 05:38:00 UTC,1.067,6.126
Mercury Venus,225, 0225-Dec-02 06:05:00 UTC,1.642,3.48
Mercury Venus,226, 0226-Nov-27 10:13:00 UTC,1.996,12.109
Mercury Venus,227, 0227-Nov-24 04:33:00 UTC,1.855,19.5
Mercury Venus,227, 0227-Dec-14 08:30:00 UTC,2.914,2.685
Mercury Venus,228, 0228-Jan-09 11:41:00 UTC,0.935,25.061
Mercury Venus,229, 0229-Jan-06 03:49:00 UTC,0.482,18.815
Mercury Venus,230, 0230-Jan-01 16:19:00 UTC,1.197,10.474
Mercury Venus,230, 0230-Dec-27 11:40:00 UTC,1.576,2.292
Mercury Venus,231, 0231-Dec-22 03:22:00 UTC,1.663,8.327
Mercury Venus,232, 0232-Dec-16 14:28:00 UTC,1.241,16.694
Mercury Venus,233, 0233-Jan-13 02:07:00 UTC,4.136,10.674
Mercury Venus,233, 0233-Jan-31 05:46:00 UTC,1.051,26.88
Mercury Venus,233, 0233-Dec-13 21:28:00 UTC,6.603,16.667
Mercury Venus,234, 0234-Jan-30 17:55:00 UTC,0.712,22.638
Mercury Venus,235, 0235-Jan-26 12:03:00 UTC,1.307,14.628
Mercury Venus,236, 0236-Jan-21 03:22:00 UTC,1.48,5.717
Mercury Venus,237, 0237-Jan-14 08:26:00 UTC,1.332,4.651
Mercury Venus,238, 0238-Jan-08 20:52:00 UTC,0.718,13.574
Mercury Venus,238, 0238-Feb-19 16:58:00 UTC,2.964,23.82
Mercury Venus,239, 0239-Jan-07 12:47:00 UTC,2.48,17.081
Mercury Venus,239, 0239-Feb-23 09:01:00 UTC,0.972,25.749
Mercury Venus,240, 0240-Feb-19 17:43:00 UTC,1.443,18.362
Mercury Venus,241, 0241-Feb-13 08:33:00 UTC,1.401,9.381
Mercury Venus,242, 0242-Feb-07 06:13:00 UTC,1.038,1.846
Mercury Venus,243, 0243-Feb-01 03:04:00 UTC,0.281,10.416
Mercury Venus,244, 0244-Jan-27 23:19:00 UTC,1.546,17.966
Mercury Venus,244, 0244-Feb-13 01:35:00 UTC,4.517,4.878
Mercury Venus,244, 0244-Mar-16 14:45:00 UTC,1.273,27.461
Mercury Venus,245, 0245-Mar-14 11:24:00 UTC,1.651,21.438
Mercury Venus,246, 0246-Mar-09 06:36:00 UTC,1.365,12.646
Mercury Venus,247, 0247-Mar-02 23:53:00 UTC,0.795,3.072
Mercury Venus,248, 0248-Feb-24 10:07:00 UTC,0.073,7.414
Mercury Venus,249, 0249-Feb-17 20:05:00 UTC,1.55,16.41
Mercury Venus,249, 0249-Mar-25 04:43:00 UTC,1.055,16.885
Mercury Venus,249, 0249-Apr-01 19:59:00 UTC,1.06,23.753
Mercury Venus,250, 0250-Apr-06 14:27:00 UTC,1.972,23.672
Mercury Venus,251, 0251-Apr-01 22:54:00 UTC,1.383,15.377
Mercury Venus,252, 0252-Mar-25 15:42:00 UTC,0.599,5.636
Mercury Venus,253, 0253-Mar-18 19:41:00 UTC,0.36,4.741
Mercury Venus,254, 0254-Mar-12 12:22:00 UTC,1.641,14.468
Mercury Venus,255, 0255-Mar-13 22:24:00 UTC,4.13,16.334
Mercury Venus,255, 0255-Apr-28 21:03:00 UTC,2.467,24.626
Mercury Venus,256, 0256-Apr-24 12:35:00 UTC,1.445,17.432
Mercury Venus,257, 0257-Apr-18 09:11:00 UTC,0.422,7.794
Mercury Venus,258, 0258-Apr-11 10:27:00 UTC,0.603,2.584
Mercury Venus,259, 0259-Apr-04 18:23:00 UTC,1.72,12.733
Mercury Venus,260, 0260-Mar-31 00:26:00 UTC,3.053,20.334
Mercury Venus,260, 0260-Apr-28 19:55:00 UTC,1.356,5.422
Mercury Venus,260, 0260-May-17 14:43:00 UTC,3.314,22.657
Mercury Venus,261, 0261-May-18 00:46:00 UTC,1.529,18.759
Mercury Venus,262, 0262-May-12 05:37:00 UTC,0.241,9.428
Mercury Venus,263, 0263-May-05 07:07:00 UTC,0.809,1.082
Mercury Venus,264, 0264-Apr-27 11:34:00 UTC,1.74,11.346
Mercury Venus,265, 0265-Apr-22 11:15:00 UTC,2.536,20.2
Mercury Venus,266, 0266-Apr-25 21:53:00 UTC,5.942,15.614
Mercury Venus,266, 0266-Jun-10 11:45:00 UTC,1.603,19.368
Mercury Venus,267, 0267-Jun-05 07:14:00 UTC,0.018,10.549
Mercury Venus,268, 0268-May-28 12:04:00 UTC,0.985,1.011
Mercury Venus,269, 0269-May-21 17:27:00 UTC,1.679,10.371
Mercury Venus,270, 0270-May-16 06:12:00 UTC,2.041,19.708
Mercury Venus,271, 0271-May-17 07:15:00 UTC,0.964,23.382
Mercury Venus,271, 0271-Jun-01 19:42:00 UTC,3.275,11.139
