Planets,Years,Date,Angular Separation (deg),Elongation
Mercury Neptune,128, 0128-Jul-28 07:25:00 UTC,1.672,24.891
Mercury Neptune,128, 0128-Sep-12 19:10:00 UTC,3.049,15.752
Mercury Neptune,129, 0129-Jul-28 07:54:00 UTC,4.244,26.259
Mercury Neptune,129, 0129-Sep-10 22:03:00 UTC,0.665,14.695
Mercury Neptune,130, 0130-Sep-04 16:50:00 UTC,0.489,6.535
Mercury Neptune,131, 0131-Aug-28 21:27:00 UTC,0.042,2.849
Mercury Neptune,132, 0132-Aug-21 05:47:00 UTC,0.581,11.093
Mercury Neptune,133, 0133-Aug-15 05:01:00 UTC,1.428,18.985
Mercury Neptune,134, 0134-Aug-10 16:19:00 UTC,2.7,25.386
Mercury Neptune,134, 0134-Sep-25 11:49:00 UTC,0.029,17.814
Mercury Neptune,135, 0135-Aug-12 06:08:00 UTC,5.859,23.943
Mercury Neptune,135, 0135-Sep-23 08:48:00 UTC,0.443,13.524
Mercury Neptune,136, 0136-Sep-16 02:44:00 UTC,0.008,5.303
Mercury Neptune,137, 0137-Sep-09 11:28:00 UTC,0.609,3.684
Mercury Neptune,138, 0138-Sep-03 01:10:00 UTC,1.341,11.926
Mercury Neptune,139, 0139-Aug-28 06:58:00 UTC,2.272,19.613
Mercury Neptune,140, 0140-Aug-23 06:41:00 UTC,3.611,25.567
Mercury Neptune,140, 0140-Sep-24 21:03:00 UTC,2.476,5.884
Mercury Neptune,140, 0140-Oct-08 23:26:00 UTC,0.464,18.863
Mercury Neptune,141, 0141-Aug-23 10:33:00 UTC,8.074,22.471
Mercury Neptune,141, 0141-Oct-04 21:24:00 UTC,0.081,12.56
Mercury Neptune,142, 0142-Sep-28 16:46:00 UTC,0.556,4.325
Mercury Neptune,143, 0143-Sep-22 05:59:00 UTC,1.261,4.355
Mercury Neptune,144, 0144-Sep-15 00:51:00 UTC,2.056,12.536
Mercury Neptune,145, 0145-Sep-09 13:03:00 UTC,3.017,20.031
Mercury Neptune,146, 0146-Sep-06 05:12:00 UTC,4.341,25.412
Mercury Neptune,146, 0146-Oct-01 20:55:00 UTC,3.025,1.18
Mercury Neptune,146, 0146-Oct-22 07:39:00 UTC,0.377,18.76
Mercury Neptune,147, 0147-Oct-17 13:47:00 UTC,0.362,11.809
Mercury Neptune,148, 0148-Oct-10 11:07:00 UTC,1.111,3.591
Mercury Neptune,149, 0149-Oct-04 04:06:00 UTC,1.867,4.845
Mercury Neptune,150, 0150-Sep-28 03:13:00 UTC,2.674,12.95
Mercury Neptune,151, 0151-Sep-22 21:34:00 UTC,3.606,20.275
Mercury Neptune,151, 0151-Nov-06 05:54:00 UTC,5.13,17.66
Mercury Neptune,152, 0152-Sep-19 15:30:00 UTC,4.797,24.77
Mercury Neptune,152, 0152-Oct-08 02:03:00 UTC,3.389,6.546
Mercury Neptune,152, 0152-Nov-03 10:02:00 UTC,0.077,18.535
Mercury Neptune,153, 0153-Oct-29 09:28:00 UTC,0.831,11.298
Mercury Neptune,154, 0154-Oct-23 09:01:00 UTC,1.629,3.107
Mercury Neptune,155, 0155-Oct-17 05:09:00 UTC,2.386,5.209
Mercury Neptune,156, 0156-Oct-10 07:47:00 UTC,3.157,13.249
Mercury Neptune,157, 0157-Oct-05 08:28:00 UTC,3.994,20.414
Mercury Neptune,157, 0157-Nov-15 03:48:00 UTC,1.581,18.162
Mercury Neptune,158, 0158-Oct-14 18:57:00 UTC,3.773,12.769
Mercury Neptune,158, 0158-Nov-16 13:09:00 UTC,0.319,18.358
Mercury Neptune,159, 0159-Nov-11 09:08:00 UTC,1.284,10.971
Mercury Neptune,160, 0160-Nov-04 10:03:00 UTC,2.073,2.846
Mercury Neptune,161, 0161-Oct-29 07:58:00 UTC,2.783,5.51
Mercury Neptune,162, 0162-Oct-23 12:48:00 UTC,3.465,13.498
Mercury Neptune,163, 0163-Oct-18 19:49:00 UTC,4.127,20.48
Mercury Neptune,163, 0163-Nov-19 19:57:00 UTC,0.876,10.969
Mercury Neptune,163, 0163-Dec-01 13:26:00 UTC,0.786,22.365
Mercury Neptune,164, 0164-Oct-20 07:09:00 UTC,4.769,17.595
Mercury Neptune,164, 0164-Nov-28 17:05:00 UTC,0.734,18.283
Mercury Neptune,165, 0165-Nov-23 10:41:00 UTC,1.676,10.802
Mercury Neptune,166, 0166-Nov-17 12:04:00 UTC,2.406,2.772
Mercury Neptune,167, 0167-Nov-11 10:39:00 UTC,3.025,5.806
Mercury Neptune,168, 0168-Nov-04 16:50:00 UTC,3.567,13.769
Mercury Neptune,169, 0169-Oct-31 08:14:00 UTC,3.956,20.508
Mercury Neptune,169, 0169-Nov-25 13:44:00 UTC,0.869,4.828
Mercury Neptune,169, 0169-Dec-15 01:00:00 UTC,0.307,23.551
Mercury Neptune,170, 0170-Oct-29 12:02:00 UTC,7.34,18.018
Mercury Neptune,170, 0170-Dec-11 23:03:00 UTC,1.121,18.254
Mercury Neptune,171, 0171-Dec-06 14:12:00 UTC,1.979,10.677
Mercury Neptune,172, 0172-Nov-29 14:36:00 UTC,2.605,2.753
Mercury Neptune,173, 0173-Nov-23 12:16:00 UTC,3.091,6.17
Mercury Neptune,174, 0174-Nov-17 18:24:00 UTC,3.439,14.118
Mercury Neptune,174, 0174-Dec-31 07:46:00 UTC,7.894,21.266
Mercury Neptune,175, 0175-Nov-13 22:16:00 UTC,3.415,20.426
Mercury Neptune,175, 0175-Dec-02 19:03:00 UTC,0.916,2.729
Mercury Neptune,175, 0175-Dec-28 22:15:00 UTC,0.176,24.142
Mercury Neptune,176, 0176-Dec-24 04:53:00 UTC,1.437,18.223
Mercury Neptune,177, 0177-Dec-18 16:47:00 UTC,2.164,10.538
Mercury Neptune,178, 0178-Dec-12 15:01:00 UTC,2.649,2.704
Mercury Neptune,179, 0179-Dec-06 10:37:00 UTC,2.963,6.631
Mercury Neptune,180, 0180-Nov-29 16:21:00 UTC,3.065,14.59
Mercury Neptune,181, 0181-Jan-10 00:37:00 UTC,4.62,22.075
Mercury Neptune,181, 0181-Nov-26 23:27:00 UTC,2.367,19.902
Mercury Neptune,181, 0181-Dec-08 16:11:00 UTC,0.844,8.323
Mercury Neptune,182, 0182-Jan-10 14:42:00 UTC,0.611,24.454
Mercury Neptune,183, 0183-Jan-06 10:40:00 UTC,1.658,18.084
Mercury Neptune,183, 0183-Dec-31 18:30:00 UTC,2.216,10.255
Mercury Neptune,184, 0184-Dec-24 13:16:00 UTC,2.528,2.522
Mercury Neptune,185, 0185-Dec-18 05:34:00 UTC,2.636,7.258
Mercury Neptune,186, 0186-Dec-12 10:42:00 UTC,2.436,15.221
Mercury Neptune,187, 0187-Jan-22 09:01:00 UTC,1.971,23.963
Mercury Neptune,187, 0187-Dec-13 02:52:00 UTC,0.435,16.263
Mercury Neptune,188, 0188-Jan-24 03:32:00 UTC,0.962,24.515
Mercury Neptune,189, 0189-Jan-18 14:11:00 UTC,1.762,17.776
Mercury Neptune,190, 0190-Jan-12 16:57:00 UTC,2.122,9.772
Mercury Neptune,191, 0191-Jan-06 07:08:00 UTC,2.236,2.235
Mercury Neptune,191, 0191-Dec-30 19:30:00 UTC,2.113,8.066
Mercury Neptune,192, 0192-Dec-24 01:13:00 UTC,1.556,15.982
Mercury Neptune,193, 0193-Jan-23 22:12:00 UTC,3.345,15.477
Mercury Neptune,193, 0193-Feb-05 20:27:00 UTC,0.683,26.653
Mercury Neptune,193, 0193-Dec-21 15:26:00 UTC,4.258,16.355
Mercury Neptune,194, 0194-Feb-05 13:02:00 UTC,1.208,24.297
Mercury Neptune,195, 0195-Jan-31 15:04:00 UTC,1.737,17.216
Mercury Neptune,196, 0196-Jan-25 12:05:00 UTC,1.88,9.006
Mercury Neptune,197, 0197-Jan-17 21:01:00 UTC,1.779,2.004
Mercury Neptune,198, 0198-Jan-11 05:18:00 UTC,1.404,9.119
Mercury Neptune,199, 0199-Jan-05 14:05:00 UTC,0.431,16.841
Mercury Neptune,199, 0199-Jan-30 00:29:00 UTC,4.094,8.213
Mercury Neptune,199, 0199-Feb-20 11:16:00 UTC,0.091,27.642
Mercury Neptune,199, 0199-Dec-31 14:15:00 UTC,8.127,16.118
Mercury Neptune,200, 0200-Feb-18 18:41:00 UTC,1.333,23.771
Mercury Neptune,201, 0201-Feb-13 12:05:00 UTC,1.58,16.36
Mercury Neptune,202, 0202-Feb-07 02:27:00 UTC,1.496,7.942
Mercury Neptune,203, 0203-Jan-31 05:32:00 UTC,1.175,2.262
Mercury Neptune,204, 0204-Jan-24 10:07:00 UTC,0.542,10.385
Mercury Neptune,205, 0205-Jan-18 03:00:00 UTC,0.906,17.639
Mercury Neptune,205, 0205-Feb-06 06:01:00 UTC,4.592,3.901
Mercury Neptune,205, 0205-Mar-06 10:15:00 UTC,0.628,27.758
Mercury Neptune,206, 0206-Mar-03 19:41:00 UTC,1.328,22.929
Mercury Neptune,207, 0207-Feb-26 04:35:00 UTC,1.292,15.2
Mercury Neptune,208, 0208-Feb-19 12:15:00 UTC,0.982,6.556
Mercury Neptune,209, 0209-Feb-11 09:55:00 UTC,0.445,3.271
Mercury Neptune,210, 0210-Feb-04 12:13:00 UTC,0.441,11.898
Mercury Neptune,210, 0210-Mar-20 09:57:00 UTC,8.74,21.195
Mercury Neptune,211, 0211-Jan-30 22:55:00 UTC,2.439,18.137
Mercury Neptune,211, 0211-Feb-12 20:13:00 UTC,4.893,7.598
Mercury Neptune,211, 0211-Mar-20 00:53:00 UTC,0.986,27.311
Mercury Neptune,212, 0212-Mar-15 16:32:00 UTC,1.193,21.747
Mercury Neptune,213, 0213-Mar-09 16:33:00 UTC,0.884,13.715
Mercury Neptune,214, 0214-Mar-02 17:09:00 UTC,0.364,4.873
Mercury Neptune,215, 0215-Feb-23 09:42:00 UTC,0.368,4.814
Mercury Neptune,216, 0216-Feb-16 11:53:00 UTC,1.479,13.557
Mercury Neptune,216, 0216-Mar-30 12:01:00 UTC,6.598,20.384
Mercury Neptune,217, 0217-Feb-12 09:02:00 UTC,4.134,17.748
Mercury Neptune,217, 0217-Apr-01 07:51:00 UTC,1.168,26.433
Mercury Neptune,218, 0218-Mar-28 08:16:00 UTC,0.933,20.274
Mercury Neptune,219, 0219-Mar-21 23:42:00 UTC,0.377,11.942
Mercury Neptune,220, 0220-Mar-13 17:59:00 UTC,0.327,2.911
Mercury Neptune,221, 0221-Mar-06 06:57:00 UTC,1.22,6.745
Mercury Neptune,222, 0222-Feb-27 12:50:00 UTC,2.508,15.357
Mercury Neptune,222, 0222-Apr-10 15:35:00 UTC,4.616,19.38
Mercury Neptune,223, 0223-Feb-25 16:13:00 UTC,6.145,16.35
Mercury Neptune,223, 0223-Apr-14 10:14:00 UTC,1.18,25.189
Mercury Neptune,224, 0224-Apr-08 20:01:00 UTC,0.557,18.496
Mercury Neptune,225, 0225-Apr-02 02:52:00 UTC,0.204,9.881
Mercury Neptune,226, 0226-Mar-25 15:16:00 UTC,1.046,0.858
Mercury Neptune,227, 0227-Mar-18 02:16:00 UTC,2.045,8.9
Mercury Neptune,228, 0228-Mar-10 16:45:00 UTC,3.422,17.169
Mercury Neptune,228, 0228-Apr-20 16:57:00 UTC,2.883,18.087
Mercury Neptune,229, 0229-Mar-08 14:59:00 UTC,8.443,15.573
Mercury Neptune,229, 0229-Apr-26 07:07:00 UTC,1.025,23.666
Mercury Neptune,230, 0230-Apr-21 02:59:00 UTC,0.094,16.486
Mercury Neptune,231, 0231-Apr-14 01:57:00 UTC,0.816,7.599
Mercury Neptune,232, 0232-Apr-05 10:06:00 UTC,1.741,1.905
Mercury Neptune,233, 0233-Mar-28 22:03:00 UTC,2.776,11.223
Mercury Neptune,234, 0234-Mar-23 04:03:00 UTC,4.112,18.931
Mercury Neptune,234, 0234-May-01 00:19:00 UTC,1.567,15.891
Mercury Neptune,235, 0235-May-08 23:58:00 UTC,0.716,21.894
Mercury Neptune,236, 0236-May-02 06:28:00 UTC,0.428,14.241
Mercury Neptune,237, 0237-Apr-24 22:20:00 UTC,1.413,5.12
Mercury Neptune,238, 0238-Apr-17 03:48:00 UTC,2.35,4.412
Mercury Neptune,239, 0239-Apr-09 19:25:00 UTC,3.334,13.595
Mercury Neptune,240, 0240-Apr-04 00:52:00 UTC,4.444,20.511
Mercury Neptune,240, 0240-May-07 21:51:00 UTC,1.258,10.56
Mercury Neptune,240, 0240-May-17 20:05:00 UTC,2.082,20.19
Mercury Neptune,241, 0241-May-20 11:54:00 UTC,0.288,19.939
Mercury Neptune,242, 0242-May-14 05:47:00 UTC,0.955,11.854
Mercury Neptune,243, 0243-May-06 16:12:00 UTC,1.936,2.572
Mercury Neptune,244, 0244-Apr-27 21:35:00 UTC,2.81,7.014
Mercury Neptune,245, 0245-Apr-20 20:09:00 UTC,3.647,15.949
Mercury Neptune,246, 0246-Apr-17 10:14:00 UTC,4.304,21.804
Mercury Neptune,246, 0246-May-16 03:24:00 UTC,1.46,5.28
Mercury Neptune,246, 0246-Jun-03 05:21:00 UTC,1.982,21.341
Mercury Neptune,247, 0247-Jun-01 19:45:00 UTC,0.21,17.817
Mercury Neptune,248, 0248-May-25 02:46:00 UTC,1.436,9.335
Mercury Neptune,249, 0249-May-17 09:43:00 UTC,2.334,0.762
Mercury Neptune,250, 0250-May-09 17:11:00 UTC,3.069,9.615
Mercury Neptune,251, 0251-May-03 00:55:00 UTC,3.666,18.201
Mercury Neptune,252, 0252-Apr-30 07:50:00 UTC,3.623,22.674
Mercury Neptune,252, 0252-May-23 16:33:00 UTC,1.801,3.394
Mercury Neptune,252, 0252-Jun-16 07:51:00 UTC,1.445,20.828
Mercury Neptune,253, 0253-Jun-12 23:05:00 UTC,0.706,15.587
Mercury Neptune,254, 0254-Jun-05 21:20:00 UTC,1.809,6.81
Mercury Neptune,255, 0255-May-29 03:16:00 UTC,2.554,2.953
Mercury Neptune,256, 0256-May-20 15:09:00 UTC,3.086,12.107
Mercury Neptune,257, 0257-May-14 09:50:00 UTC,3.369,20.291
Mercury Neptune,258, 0258-May-14 15:48:00 UTC,2.402,23.001
Mercury Neptune,258, 0258-May-31 20:44:00 UTC,2.113,8.008
Mercury Neptune,258, 0258-Jun-29 16:24:00 UTC,0.74,19.787
Mercury Neptune,259, 0259-Jun-24 23:28:00 UTC,1.133,13.267
Mercury Neptune,260, 0260-Jun-16 16:01:00 UTC,2.031,4.33
Mercury Neptune,261, 0261-Jun-08 23:11:00 UTC,2.567,5.49
Mercury Neptune,262, 0262-Jun-01 16:58:00 UTC,2.85,14.457
Mercury Neptune,263, 0263-May-26 23:06:00 UTC,2.769,22.179
