Planets,Years,Date,Angular Separation (deg),Elongation
Venus Uranus,29, 0029-Jun-28 06:17:00 UTC,0.988,25.917
Venus Uranus,30, 0030-Aug-18 20:10:00 UTC,0.427,16.135
Venus Uranus,31, 0031-Jun-18 11:55:00 UTC,0.231,44.022
Venus Uranus,31, 0031-Sep-22 15:36:00 UTC,3.635,42.958
Venus Uranus,32, 0032-Jul-24 18:55:00 UTC,0.759,15.199
Venus Uranus,33, 0033-Sep-14 05:19:00 UTC,0.469,27.369
Venus Uranus,34, 0034-Jul-04 19:34:00 UTC,0.274,42.646
Venus Uranus,35, 0035-Aug-21 15:30:00 UTC,0.67,4.124
Venus Uranus,36, 0036-Oct-09 12:49:00 UTC,0.642,38.018
Venus Uranus,37, 0037-Jul-28 22:26:00 UTC,0.188,34.028
Venus Uranus,38, 0038-Sep-17 10:45:00 UTC,0.707,7.877
Venus Uranus,39, 0039-Nov-01 17:15:00 UTC,0.946,46.101
Venus Uranus,40, 0040-Aug-23 16:45:00 UTC,0.161,23.576
Venus Uranus,41, 0041-Oct-13 20:39:00 UTC,0.88,19.618
Venus Uranus,42, 0042-Aug-08 19:06:00 UTC,2.62,46.364
Venus Uranus,43, 0043-Sep-19 22:41:00 UTC,0.217,12.186
Venus Uranus,44, 0044-Nov-08 11:37:00 UTC,1.232,31.19
Venus Uranus,45, 0045-Aug-28 18:07:00 UTC,1.369,41.031
Venus Uranus,46, 0046-Oct-16 05:10:00 UTC,0.354,0.856
Venus Uranus,47, 0047-Dec-03 10:38:00 UTC,1.894,41.58
Venus Uranus,48, 0048-Sep-21 22:30:00 UTC,0.89,31.149
Venus Uranus,49, 0049-Nov-11 05:22:00 UTC,0.576,12.107
Venus Uranus,50, 0050-Dec-21 17:36:00 UTC,3.366,46.787
Venus Uranus,51, 0051-Oct-18 04:29:00 UTC,0.571,19.698
Venus Uranus,52, 0052-Dec-06 16:01:00 UTC,0.906,24.232
Venus Uranus,53, 0053-Sep-28 16:11:00 UTC,2.95,46.088
Venus Uranus,54, 0054-Nov-12 16:11:00 UTC,0.302,7.48
Venus Uranus,56, 0056-Jan-01 00:54:00 UTC,1.421,35.638
Venus Uranus,56, 0056-Oct-20 02:45:00 UTC,1.788,37.709
Venus Uranus,57, 0057-Dec-08 01:32:00 UTC,0.052,5.053
Venus Uranus,59, 0059-Jan-22 22:21:00 UTC,2.413,44.771
Venus Uranus,59, 0059-Nov-14 00:58:00 UTC,1.2,26.488
Venus Uranus,61, 0061-Jan-02 03:21:00 UTC,0.201,17.48
Venus Uranus,61, 0061-Nov-01 06:28:00 UTC,3.229,46.49
Venus Uranus,62, 0062-Dec-08 17:25:00 UTC,0.83,14.266
Venus Uranus,64, 0064-Jan-27 14:24:00 UTC,0.486,29.351
Venus Uranus,64, 0064-Nov-16 12:45:00 UTC,1.92,43.072
Venus Uranus,66, 0066-Jan-02 15:02:00 UTC,0.583,1.961
Venus Uranus,67, 0067-Feb-19 17:07:00 UTC,0.902,39.875
Venus Uranus,67, 0067-Dec-09 21:43:00 UTC,1.276,32.655
Venus Uranus,69, 0069-Jan-27 10:57:00 UTC,0.422,10.88
Venus Uranus,70, 0070-Mar-10 15:29:00 UTC,1.981,46.287
Venus Uranus,71, 0071-Jan-02 20:18:00 UTC,0.928,20.693
Venus Uranus,72, 0072-Feb-21 23:39:00 UTC,0.334,22.891
Venus Uranus,72, 0072-Dec-14 09:39:00 UTC,0.737,46.594
Venus Uranus,74, 0074-Jan-27 09:31:00 UTC,0.746,8.357
Venus Uranus,75, 0075-Mar-17 19:26:00 UTC,0.31,34.018
Venus Uranus,76, 0076-Jan-04 10:36:00 UTC,0.593,38.227
Venus Uranus,77, 0077-Feb-21 05:01:00 UTC,0.688,4.342
Venus Uranus,78, 0078-Apr-08 18:11:00 UTC,0.299,43.161
Venus Uranus,79, 0079-Jan-27 17:57:00 UTC,0.469,26.942
Venus Uranus,80, 0080-Mar-18 00:38:00 UTC,0.743,16.15
Venus Uranus,81, 0081-Jan-16 02:08:00 UTC,2.93,44.62
Venus Uranus,81, 0081-Apr-21 02:36:00 UTC,0.72,43.158
Venus Uranus,82, 0082-Feb-21 04:04:00 UTC,0.44,14.97
Venus Uranus,83, 0083-Apr-12 12:55:00 UTC,0.93,27.492
Venus Uranus,84, 0084-Jan-30 21:23:00 UTC,0.91,43.023
Venus Uranus,85, 0085-Mar-18 03:09:00 UTC,0.5,3.115
Venus Uranus,86, 0086-May-06 03:56:00 UTC,1.302,37.742
Venus Uranus,87, 0087-Feb-22 06:10:00 UTC,0.505,33.114
Venus Uranus,88, 0088-Apr-12 09:01:00 UTC,0.647,8.982
Venus Uranus,89, 0089-May-26 21:47:00 UTC,2.005,45.155
Venus Uranus,90, 0090-Mar-18 15:30:00 UTC,0.279,21.844
Venus Uranus,91, 0091-May-08 16:04:00 UTC,0.9,20.32
Venus Uranus,92, 0092-Feb-29 14:46:00 UTC,3.163,45.827
Venus Uranus,93, 0093-Apr-12 22:51:00 UTC,0.079,10.304
Venus Uranus,94, 0094-Jun-02 15:03:00 UTC,1.307,31.071
Venus Uranus,95, 0095-Mar-21 13:40:00 UTC,1.755,39.141
Venus Uranus,96, 0096-May-08 17:55:00 UTC,0.13,1.235
Venus Uranus,97, 0097-Jun-26 10:12:00 UTC,2.008,40.596
Venus Uranus,98, 0098-Apr-14 15:35:00 UTC,1.157,29.051
Venus Uranus,99, 0099-Jun-04 18:33:00 UTC,0.364,12.488
Venus Uranus,100, 0100-Jul-16 16:40:00 UTC,3.606,45.828
Venus Uranus,101, 0101-May-11 04:43:00 UTC,0.789,18.182
Venus Uranus,102, 0102-Jul-01 18:32:00 UTC,0.643,23.505
Venus Uranus,103, 0103-Apr-22 07:03:00 UTC,2.641,44.178
Venus Uranus,104, 0104-Jun-06 11:56:00 UTC,0.525,7.116
Venus Uranus,105, 0105-Jul-27 07:01:00 UTC,1.012,34.002
Venus Uranus,106, 0106-May-14 21:46:00 UTC,1.673,36.368
Venus Uranus,107, 0107-Jul-04 03:47:00 UTC,0.331,4.149
Venus Uranus,108, 0108-Aug-20 04:18:00 UTC,1.654,43.053
Venus Uranus,109, 0109-Jun-09 06:25:00 UTC,1.163,26.445
Venus Uranus,110, 0110-Jul-30 20:36:00 UTC,0.198,15.303
Venus Uranus,111, 0111-Jun-01 17:12:00 UTC,1.037,42.637
Venus Uranus,111, 0111-Sep-06 07:16:00 UTC,3.99,44.486
Venus Uranus,112, 0112-Jul-05 16:02:00 UTC,0.864,15.791
Venus Uranus,113, 0113-Aug-26 06:13:00 UTC,0.128,26.409
Venus Uranus,114, 0114-Jun-15 22:04:00 UTC,1.011,42.894
Venus Uranus,115, 0115-Aug-02 12:25:00 UTC,0.706,4.832
Venus Uranus,116, 0116-Sep-20 18:38:00 UTC,0.121,36.996
Venus Uranus,117, 0117-Jul-09 20:55:00 UTC,0.67,34.53
Venus Uranus,118, 0118-Aug-29 10:44:00 UTC,0.669,6.921
Venus Uranus,119, 0119-Oct-14 16:14:00 UTC,0.091,45.441
Venus Uranus,120, 0120-Aug-04 17:28:00 UTC,0.489,24.339
Venus Uranus,121, 0121-Sep-25 02:44:00 UTC,0.761,18.433
Venus Uranus,122, 0122-Jul-22 03:54:00 UTC,1.921,45.866
Venus Uranus,123, 0123-Sep-01 04:33:00 UTC,0.438,13.249
Venus Uranus,124, 0124-Oct-21 02:12:00 UTC,1.013,29.897
Venus Uranus,125, 0125-Aug-10 09:39:00 UTC,0.878,41.608
Venus Uranus,126, 0126-Sep-27 17:37:00 UTC,0.499,1.874
Venus Uranus,127, 0127-Nov-15 14:03:00 UTC,1.513,40.444
Venus Uranus,128, 0128-Sep-03 15:47:00 UTC,0.565,32.188
Venus Uranus,129, 0129-Oct-24 01:31:00 UTC,0.667,10.62
Venus Uranus,130, 0130-Dec-05 11:29:00 UTC,2.52,46.933
Venus Uranus,131, 0131-Sep-30 03:35:00 UTC,0.346,21.099
Venus Uranus,132, 0132-Nov-18 21:23:00 UTC,0.961,22.662
Venus Uranus,133, 0133-Sep-11 16:59:00 UTC,3.01,46.435
Venus Uranus,134, 0134-Oct-25 23:01:00 UTC,0.131,9.154
Venus Uranus,135, 0135-Dec-14 17:57:00 UTC,1.447,34.186
Venus Uranus,136, 0136-Oct-02 20:35:00 UTC,1.761,38.971
Venus Uranus,137, 0137-Nov-20 16:10:00 UTC,0.102,3.239
Venus Uranus,139, 0139-Jan-06 09:55:00 UTC,2.358,43.865
Venus Uranus,139, 0139-Oct-27 21:30:00 UTC,1.164,28.169
Venus Uranus,140, 0140-Dec-16 01:10:00 UTC,0.368,15.672
Venus Uranus,141, 0141-Dec-03 23:50:00 UTC,2.168,2.132
Venus Uranus,142, 0142-Nov-21 17:55:00 UTC,0.779,16.146
Venus Uranus,144, 0144-Jan-10 19:30:00 UTC,0.697,27.705
Venus Uranus,144, 0144-Oct-31 08:03:00 UTC,2.351,44.313
Venus Uranus,145, 0145-Dec-16 19:43:00 UTC,0.499,3.693
Venus Uranus,147, 0147-Feb-03 08:33:00 UTC,1.187,38.594
Venus Uranus,147, 0147-Nov-23 11:21:00 UTC,1.513,34.451
Venus Uranus,149, 0149-Jan-10 19:46:00 UTC,0.287,8.982
Venus Uranus,150, 0150-Feb-23 11:02:00 UTC,2.284,46.105
Venus Uranus,150, 0150-Dec-17 09:28:00 UTC,1.06,22.658
Venus Uranus,152, 0152-Feb-05 11:52:00 UTC,0.122,21.187
Venus Uranus,152, 0152-Nov-29 12:43:00 UTC,1.526,47.24
Venus Uranus,154, 0154-Jan-10 22:18:00 UTC,0.798,10.276
Venus Uranus,155, 0155-Mar-01 11:12:00 UTC,0.018,32.608
Venus Uranus,155, 0155-Dec-19 10:44:00 UTC,1.059,39.934
Venus Uranus,157, 0157-Feb-04 16:34:00 UTC,0.664,2.671
Venus Uranus,158, 0158-Mar-23 18:22:00 UTC,0.216,42.257
Venus Uranus,159, 0159-Jan-11 10:20:00 UTC,0.765,28.812
Venus Uranus,160, 0160-Mar-01 10:54:00 UTC,0.637,14.558
Venus Uranus,161, 0161-Jan-05 08:13:00 UTC,3.17,40.64
Venus Uranus,161, 0161-Apr-08 03:51:00 UTC,1.286,45.162
Venus Uranus,162, 0162-Feb-04 15:53:00 UTC,0.626,16.769
Venus Uranus,163, 0163-Mar-26 22:14:00 UTC,0.723,26.134
Venus Uranus,164, 0164-Jan-15 01:54:00 UTC,0.396,44.362
Venus Uranus,165, 0165-Mar-01 10:20:00 UTC,0.605,4.695
Venus Uranus,166, 0166-Apr-19 13:12:00 UTC,0.95,36.676
Venus Uranus,167, 0167-Feb-05 18:23:00 UTC,0.145,34.731
Venus Uranus,168, 0168-Mar-26 10:42:00 UTC,0.689,7.626
Venus Uranus,169, 0169-May-10 15:12:00 UTC,1.364,44.684
Venus Uranus,170, 0170-Mar-01 17:38:00 UTC,0.021,23.355
Venus Uranus,171, 0171-Apr-21 11:48:00 UTC,0.885,19.149
Venus Uranus,172, 0172-Feb-13 21:35:00 UTC,3.044,46.166
Venus Uranus,173, 0173-Mar-26 16:42:00 UTC,0.113,11.626
Venus Uranus,174, 0174-May-16 05:54:00 UTC,1.235,30.072
Venus Uranus,175, 0175-Mar-04 12:49:00 UTC,1.53,40.317
Venus Uranus,176, 0176-Apr-21 04:21:00 UTC,0.286,0.702
Venus Uranus,177, 0177-Jun-08 22:32:00 UTC,1.851,39.793
Venus Uranus,178, 0178-Mar-28 02:01:00 UTC,0.974,30.171
Venus Uranus,179, 0179-May-17 21:45:00 UTC,0.511,11.537
Venus Uranus,180, 0180-Jun-28 15:27:00 UTC,3.146,45.756
Venus Uranus,181, 0181-Apr-22 05:09:00 UTC,0.633,19.125
Venus Uranus,182, 0182-Jun-12 14:48:00 UTC,0.81,22.634
Venus Uranus,183, 0183-Apr-03 14:33:00 UTC,2.929,44.708
Venus Uranus,184, 0184-May-18 03:35:00 UTC,0.373,7.89
Venus Uranus,185, 0185-Jul-07 22:01:00 UTC,1.236,33.165
Venus Uranus,186, 0186-Apr-25 12:42:00 UTC,1.802,37.046
Venus Uranus,187, 0187-Jun-14 12:46:00 UTC,0.154,3.363
Venus Uranus,188, 0188-Jul-31 19:04:00 UTC,1.973,42.32
Venus Uranus,189, 0189-May-20 12:54:00 UTC,1.236,27.051
Venus Uranus,190, 0190-Jul-11 01:15:00 UTC,0.036,14.517
Venus Uranus,191, 0191-May-16 06:08:00 UTC,2.34,40.419
Venus Uranus,191, 0191-Jun-15 15:37:00 UTC,3.011,14.164
Venus Uranus,191, 0191-Aug-19 05:01:00 UTC,4.136,45.226
Venus Uranus,192, 0192-Jun-15 17:09:00 UTC,0.891,16.368
Venus Uranus,193, 0193-Aug-06 08:51:00 UTC,0.204,25.533
Venus Uranus,194, 0194-May-27 03:17:00 UTC,1.689,43.175
Venus Uranus,195, 0195-Jul-13 10:20:00 UTC,0.68,5.429
Venus Uranus,196, 0196-Aug-31 22:29:00 UTC,0.374,36.053
Venus Uranus,197, 0197-Jun-19 18:25:00 UTC,1.108,34.965
Venus Uranus,198, 0198-Aug-09 08:02:00 UTC,0.577,6.099
Venus Uranus,199, 0199-Sep-25 06:49:00 UTC,0.695,44.721
Venus Uranus,200, 0200-Jul-16 13:38:00 UTC,0.789,24.929
Venus Uranus,201, 0201-Sep-06 02:46:00 UTC,0.584,17.423
Venus Uranus,202, 0202-Jul-04 09:40:00 UTC,0.946,45.199
Venus Uranus,203, 0203-Aug-13 03:20:00 UTC,0.636,14.075
Venus Uranus,204, 0204-Oct-02 08:34:00 UTC,0.722,28.737
Venus Uranus,205, 0205-Jul-22 16:49:00 UTC,0.246,42.003
Venus Uranus,206, 0206-Sep-08 21:37:00 UTC,0.615,2.897
Venus Uranus,207, 0207-Oct-28 07:17:00 UTC,1.042,39.33
Venus Uranus,208, 0208-Aug-15 23:40:00 UTC,0.149,32.987
Venus Uranus,209, 0209-Oct-05 12:16:00 UTC,0.715,9.338
Venus Uranus,210, 0210-Nov-18 10:13:00 UTC,1.631,46.68
Venus Uranus,211, 0211-Sep-11 16:20:00 UTC,0.062,22.248
Venus Uranus,212, 0212-Oct-31 16:25:00 UTC,0.952,21.219
Venus Uranus,213, 0213-Aug-25 07:56:00 UTC,2.811,46.471
Venus Uranus,214, 0214-Oct-07 18:50:00 UTC,0.071,10.612
Venus Uranus,215, 0215-Nov-26 23:46:00 UTC,1.379,32.776
Venus Uranus,216, 0216-Sep-15 03:15:00 UTC,1.575,39.968
Venus Uranus,217, 0217-Nov-02 20:25:00 UTC,0.26,1.672
Venus Uranus,218, 0218-Dec-20 09:02:00 UTC,2.172,42.844
Venus Uranus,219, 0219-Oct-10 07:54:00 UTC,1.03,29.632
Venus Uranus,220, 0220-Nov-28 13:56:00 UTC,0.513,13.937
Venus Uranus,222, 0222-Jan-05 04:23:00 UTC,4.162,45.833
Venus Uranus,222, 0222-Nov-04 09:51:00 UTC,0.669,17.894
Venus Uranus,223, 0223-Dec-24 16:46:00 UTC,0.857,26.049
Venus Uranus,224, 0224-Oct-14 20:44:00 UTC,2.691,45.268
Venus Uranus,225, 0225-Nov-29 17:07:00 UTC,0.385,5.525
Venus Uranus,227, 0227-Jan-17 16:20:00 UTC,1.382,37.23
Venus Uranus,227, 0227-Nov-06 18:12:00 UTC,1.681,36.088
Venus Uranus,228, 0228-Dec-24 22:35:00 UTC,0.142,7.071
Venus Uranus,230, 0230-Feb-07 18:27:00 UTC,2.459,45.622
Venus Uranus,230, 0230-Nov-30 17:44:00 UTC,1.146,24.565
Venus Uranus,232, 0232-Jan-19 20:18:00 UTC,0.081,19.411
Venus Uranus,232, 0232-Nov-14 23:16:00 UTC,2.41,47.326
Venus Uranus,233, 0233-Dec-25 08:41:00 UTC,0.818,12.232
Venus Uranus,235, 0235-Feb-13 01:23:00 UTC,0.314,31.09
Venus Uranus,235, 0235-Dec-03 11:20:00 UTC,1.53,41.549
Venus Uranus,237, 0237-Jan-19 04:05:00 UTC,0.617,1.275
Venus Uranus,238, 0238-Mar-07 17:55:00 UTC,0.657,41.209
Venus Uranus,238, 0238-Dec-26 03:51:00 UTC,1.051,30.713
Venus Uranus,240, 0240-Feb-13 22:32:00 UTC,0.514,12.83
Venus Uranus,241, 0241-Mar-25 03:03:00 UTC,1.789,46.074
Venus Uranus,242, 0242-Jan-19 05:48:00 UTC,0.799,18.67
Venus Uranus,243, 0243-Mar-10 10:15:00 UTC,0.501,24.646
Venus Uranus,243, 0243-Dec-30 14:13:00 UTC,0.213,45.596
Venus Uranus,245, 0245-Feb-12 21:29:00 UTC,0.691,6.428
Venus Uranus,246, 0246-Apr-03 03:09:00 UTC,0.585,35.488
Venus Uranus,247, 0247-Jan-20 13:05:00 UTC,0.258,36.448
Venus Uranus,248, 0248-Mar-09 18:25:00 UTC,0.7,6.108
Venus Uranus,249, 0249-Apr-24 14:20:00 UTC,0.742,44.071
Venus Uranus,250, 0250-Feb-13 03:32:00 UTC,0.255,25.049
Venus Uranus,251, 0251-Apr-04 15:14:00 UTC,0.825,17.817
Venus Uranus,252, 0252-Jan-30 04:01:00 UTC,2.831,46.046
Venus Uranus,252, 0252-Apr-29 19:13:00 UTC,1.018,37.101
Venus Uranus,253, 0253-Mar-09 18:51:00 UTC,0.306,13.147
Venus Uranus,254, 0254-Apr-29 04:56:00 UTC,1.092,28.958
Venus Uranus,255, 0255-Feb-15 23:10:00 UTC,1.195,41.625
Venus Uranus,256, 0256-Apr-03 23:25:00 UTC,0.423,1.577
Venus Uranus,257, 0257-May-22 19:38:00 UTC,1.586,38.922
Venus Uranus,258, 0258-Mar-10 22:55:00 UTC,0.719,31.5
Venus Uranus,259, 0259-Apr-30 10:18:00 UTC,0.615,10.452
Venus Uranus,260, 0260-Jun-11 22:55:00 UTC,2.556,45.571
Venus Uranus,261, 0261-Apr-04 16:24:00 UTC,0.433,20.288
Venus Uranus,262, 0262-May-25 20:56:00 UTC,0.903,21.671
Venus Uranus,263, 0263-Mar-17 13:59:00 UTC,3.05,45.312
Venus Uranus,264, 0264-Apr-30 05:56:00 UTC,0.198,8.864
Venus Uranus,265, 0265-Jun-19 22:17:00 UTC,1.34,32.294
Venus Uranus,266, 0266-Apr-07 15:22:00 UTC,1.795,37.914
Venus Uranus,267, 0267-May-27 06:56:00 UTC,0.024,2.502
Venus Uranus,268, 0268-Jul-13 16:50:00 UTC,2.095,41.585
Venus Uranus,269, 0269-May-02 04:50:00 UTC,1.207,27.816
Venus Uranus,270, 0270-Jun-22 13:16:00 UTC,0.25,13.712
Venus Uranus,271, 0271-May-20 02:35:00 UTC,1.649,19.905
Venus Uranus,271, 0271-Aug-01 22:56:00 UTC,4.015,45.59
Venus Uranus,272, 0272-May-28 01:53:00 UTC,0.843,17.03
Venus Uranus,273, 0273-Jul-18 17:01:00 UTC,0.493,24.69
Venus Uranus,274, 0274-May-08 16:23:00 UTC,2.245,43.553
Venus Uranus,275, 0275-Jun-24 14:04:00 UTC,0.597,6.033
Venus Uranus,276, 0276-Aug-13 05:41:00 UTC,0.796,35.158
Venus Uranus,277, 0277-May-31 21:16:00 UTC,1.452,35.447
Venus Uranus,278, 0278-Jul-21 08:40:00 UTC,0.439,5.322
Venus Uranus,279, 0279-Sep-06 20:02:00 UTC,1.344,43.977
Venus Uranus,280, 0280-Jun-26 11:53:00 UTC,1.021,25.462
Venus Uranus,281, 0281-Aug-17 02:48:00 UTC,0.364,16.524
Venus Uranus,282, 0282-Jun-15 21:16:00 UTC,0.211,44.368
Venus Uranus,283, 0283-Jul-24 00:46:00 UTC,0.783,14.745
Venus Uranus,284, 0284-Sep-12 11:36:00 UTC,0.385,27.694
Venus Uranus,285, 0285-Jul-02 20:57:00 UTC,0.46,42.307
Venus Uranus,286, 0286-Aug-19 21:36:00 UTC,0.685,3.734
Venus Uranus,287, 0287-Oct-08 18:24:00 UTC,0.519,38.257
Venus Uranus,288, 0288-Jul-27 02:20:00 UTC,0.313,33.607
Venus Uranus,289, 0289-Sep-15 17:09:00 UTC,0.712,8.239
Venus Uranus,290, 0290-Oct-30 19:56:00 UTC,0.73,46.179
Venus Uranus,291, 0291-Aug-22 22:08:00 UTC,0.254,23.172
Venus Uranus,292, 0292-Oct-12 03:53:00 UTC,0.875,19.918
Venus Uranus,293, 0293-Aug-06 16:42:00 UTC,2.324,46.254
Venus Uranus,294, 0294-Sep-18 06:02:00 UTC,0.289,11.845
Venus Uranus,295, 0295-Nov-07 20:15:00 UTC,1.216,31.426
Venus Uranus,296, 0296-Aug-27 00:02:00 UTC,1.214,40.715
Venus Uranus,297, 0297-Oct-14 14:52:00 UTC,0.413,0.927
Venus Uranus,298, 0298-Dec-01 20:19:00 UTC,1.862,41.756
Venus Uranus,299, 0299-Sep-21 08:01:00 UTC,0.787,30.856
Venus Uranus,300, 0300-Nov-10 17:07:00 UTC,0.629,12.329
Venus Uranus,301, 0301-Dec-20 23:01:00 UTC,3.273,46.736
Venus Uranus,302, 0302-Oct-17 16:21:00 UTC,0.493,19.46
Venus Uranus,303, 0303-Dec-07 05:16:00 UTC,0.959,24.424
Venus Uranus,304, 0304-Sep-28 01:50:00 UTC,2.882,45.914
Venus Uranus,305, 0305-Nov-12 06:14:00 UTC,0.237,7.294
Venus Uranus,306, 0306-Dec-31 15:36:00 UTC,1.483,35.813
Venus Uranus,307, 0307-Oct-20 16:59:00 UTC,1.745,37.521
Venus Uranus,308, 0308-Dec-07 17:50:00 UTC,0.011,5.2
Venus Uranus,310, 0310-Jan-22 13:42:00 UTC,2.501,44.907
Venus Uranus,310, 0310-Nov-13 18:16:00 UTC,1.167,26.347
Venus Uranus,312, 0312-Jan-02 21:47:00 UTC,0.269,17.618
Venus Uranus,312, 0312-Oct-31 18:48:00 UTC,3.399,46.578
Venus Uranus,313, 0313-Dec-08 12:56:00 UTC,0.799,14.156
Venus Uranus,315, 0315-Jan-27 10:12:00 UTC,0.569,29.498
Venus Uranus,315, 0315-Nov-17 08:16:00 UTC,1.982,42.985
Venus Uranus,317, 0317-Jan-02 11:43:00 UTC,0.547,1.839
Venus Uranus,318, 0318-Feb-19 13:05:00 UTC,1.019,40.036
Venus Uranus,318, 0318-Dec-09 19:00:00 UTC,1.312,32.577
Venus Uranus,320, 0320-Jan-28 08:29:00 UTC,0.377,10.999
Venus Uranus,321, 0321-Mar-10 09:41:00 UTC,2.184,46.357
Venus Uranus,322, 0322-Jan-02 18:48:00 UTC,0.948,20.615
Venus Uranus,323, 0323-Feb-21 21:52:00 UTC,0.275,23.043
Venus Uranus,323, 0323-Dec-15 07:49:00 UTC,0.917,46.602
Venus Uranus,325, 0325-Jan-27 08:58:00 UTC,0.754,8.265
Venus Uranus,326, 0326-Mar-17 17:54:00 UTC,0.226,34.191
Venus Uranus,327, 0327-Jan-04 10:30:00 UTC,0.695,38.19
Venus Uranus,328, 0328-Feb-22 04:31:00 UTC,0.685,4.466
Venus Uranus,329, 0329-Apr-08 15:07:00 UTC,0.163,43.317
Venus Uranus,330, 0330-Jan-27 17:36:00 UTC,0.54,26.867
Venus Uranus,331, 0331-Mar-18 23:12:00 UTC,0.729,16.333
Venus Uranus,332, 0332-Jan-16 18:52:00 UTC,2.609,44.902
Venus Uranus,332, 0332-Apr-20 11:08:00 UTC,1.105,42.811
Venus Uranus,333, 0333-Feb-21 02:59:00 UTC,0.493,14.842
Venus Uranus,334, 0334-Apr-12 10:15:00 UTC,0.901,27.712
Venus Uranus,335, 0335-Jan-30 19:10:00 UTC,0.759,42.998
Venus Uranus,336, 0336-Mar-18 01:16:00 UTC,0.54,2.961
Venus Uranus,337, 0337-May-05 23:37:00 UTC,1.252,37.962
Venus Uranus,338, 0338-Feb-22 04:07:00 UTC,0.403,33.008
Venus Uranus,339, 0339-Apr-13 06:11:00 UTC,0.68,9.221
Venus Uranus,340, 0340-May-26 13:05:00 UTC,1.904,45.264
Venus Uranus,341, 0341-Mar-18 12:27:00 UTC,0.199,21.66
Venus Uranus,342, 0342-May-08 11:24:00 UTC,0.929,20.595
Venus Uranus,343, 0343-Mar-01 05:33:00 UTC,3.016,45.891
Venus Uranus,344, 0344-Apr-12 17:55:00 UTC,0.011,10.047
Venus Uranus,345, 0345-Jun-02 07:43:00 UTC,1.335,31.356
Venus Uranus,346, 0346-Mar-21 06:15:00 UTC,1.661,38.983
Venus Uranus,347, 0347-May-09 10:57:00 UTC,0.193,1.566
Venus Uranus,348, 0348-Jun-25 23:18:00 UTC,2.043,40.828
Venus Uranus,349, 0349-Apr-14 07:23:00 UTC,1.087,28.78
Venus Uranus,350, 0350-Jun-04 09:49:00 UTC,0.43,12.838
Venus Uranus,351, 0351-Jul-15 19:51:00 UTC,3.656,45.742
Venus Uranus,352, 0352-May-09 19:26:00 UTC,0.729,17.839
Venus Uranus,353, 0353-Jun-30 08:01:00 UTC,0.719,23.846
Venus Uranus,354, 0354-Apr-20 15:27:00 UTC,2.646,44.046
Venus Uranus,355, 0355-Jun-06 00:58:00 UTC,0.468,6.72
Venus Uranus,356, 0356-Jul-25 17:52:00 UTC,1.114,34.299
Venus Uranus,357, 0357-May-13 07:35:00 UTC,1.674,36.04
Venus Uranus,358, 0358-Jul-02 14:48:00 UTC,0.27,4.539
Venus Uranus,359, 0359-Aug-19 10:59:00 UTC,1.814,43.233
Venus Uranus,360, 0360-Jun-07 15:25:00 UTC,1.163,26.03
Venus Uranus,361, 0361-Jul-29 05:57:00 UTC,0.125,15.691
Venus Uranus,362, 0362-May-29 22:07:00 UTC,1.458,43.271
