Planets,Years,Date,Angular Separation (deg),Elongation
Saturn Venus,60, 0060-Aug-08 08:34:00 UTC,2.107,45.854
Saturn Venus,61, 0061-Jun-03 11:08:00 UTC,1.45,21.695
Saturn Venus,62, 0062-Aug-04 06:00:00 UTC,0.139,17.504
Saturn Venus,63, 0063-Jun-05 16:47:00 UTC,0.433,44.405
Saturn Venus,63, 0063-Sep-19 02:24:00 UTC,3.816,45.265
Saturn Venus,64, 0064-Jul-21 15:09:00 UTC,0.015,16.766
Saturn Venus,65, 0065-Sep-19 23:13:00 UTC,0.5,23.691
Saturn Venus,66, 0066-Jul-14 20:49:00 UTC,2.049,45.366
Saturn Venus,67, 0067-Sep-06 01:49:00 UTC,1.129,10.7
Saturn Venus,68, 0068-Nov-02 14:29:00 UTC,0.573,30.844
Saturn Venus,69, 0069-Aug-24 17:23:00 UTC,3.119,41.784
Saturn Venus,70, 0070-Oct-19 08:15:00 UTC,1.507,3.579
Saturn Venus,71, 0071-Dec-14 20:02:00 UTC,0.041,38.089
Saturn Venus,72, 0072-Oct-04 14:39:00 UTC,2.972,35.678
Saturn Venus,73, 0073-Nov-30 13:21:00 UTC,1.203,5.702
Saturn Venus,75, 0075-Jan-23 08:48:00 UTC,1.21,44.105
Saturn Venus,75, 0075-Nov-15 23:14:00 UTC,2.007,28.084
Saturn Venus,77, 0077-Jan-12 00:41:00 UTC,0.487,13.914
Saturn Venus,77, 0077-Nov-30 06:17:00 UTC,3.849,35.19
Saturn Venus,78, 0078-Mar-01 18:48:00 UTC,2.731,46.664
Saturn Venus,78, 0078-Dec-28 19:06:00 UTC,0.638,20.096
Saturn Venus,80, 0080-Feb-26 02:03:00 UTC,0.259,21.341
Saturn Venus,80, 0080-Dec-22 17:19:00 UTC,1.014,47.134
Saturn Venus,82, 0082-Feb-12 03:14:00 UTC,0.692,12.867
Saturn Venus,83, 0083-Apr-13 16:40:00 UTC,0.626,27.253
Saturn Venus,84, 0084-Feb-04 03:22:00 UTC,2.91,43.848
Saturn Venus,85, 0085-Apr-01 11:10:00 UTC,1.497,7.058
Saturn Venus,86, 0086-Jun-01 20:05:00 UTC,0.372,31.805
Saturn Venus,87, 0087-Mar-23 20:37:00 UTC,3.354,39.29
Saturn Venus,88, 0088-May-21 20:20:00 UTC,1.426,2.258
Saturn Venus,89, 0089-Jul-21 18:00:00 UTC,0.333,36.027
Saturn Venus,90, 0090-May-12 07:06:00 UTC,2.215,35.011
Saturn Venus,91, 0091-Jul-11 21:42:00 UTC,0.606,2.914
Saturn Venus,92, 0092-Sep-07 13:25:00 UTC,0.944,40.793
Saturn Venus,93, 0093-Jun-29 10:20:00 UTC,0.322,30.665
Saturn Venus,94, 0094-Aug-28 12:08:00 UTC,0.345,8.799
Saturn Venus,95, 0095-Oct-21 21:12:00 UTC,0.867,45.488
Saturn Venus,96, 0096-Aug-14 00:04:00 UTC,1.231,25.313
Saturn Venus,97, 0097-Oct-12 04:49:00 UTC,0.854,15.858
Saturn Venus,98, 0098-Nov-25 21:45:00 UTC,0.365,45.686
Saturn Venus,99, 0099-Sep-27 10:14:00 UTC,1.915,18.483
Saturn Venus,100, 0100-Nov-24 17:16:00 UTC,0.727,23.708
Saturn Venus,101, 0101-Sep-19 01:17:00 UTC,4.623,46.598
Saturn Venus,102, 0102-Nov-09 16:45:00 UTC,1.749,10.388
Saturn Venus,104, 0104-Jan-06 04:21:00 UTC,0.097,31.54
Saturn Venus,104, 0104-Oct-27 15:16:00 UTC,3.012,41.751
Saturn Venus,105, 0105-Dec-22 02:05:00 UTC,1.006,1.794
Saturn Venus,107, 0107-Feb-16 18:31:00 UTC,0.673,38.365
Saturn Venus,107, 0107-Dec-08 21:15:00 UTC,1.167,34.885
Saturn Venus,109, 0109-Feb-03 22:09:00 UTC,0.053,6.305
Saturn Venus,110, 0110-Mar-31 11:03:00 UTC,1.016,43.285
Saturn Venus,111, 0111-Jan-22 00:55:00 UTC,0.601,27.779
Saturn Venus,112, 0112-Mar-22 06:48:00 UTC,0.702,13.021
Saturn Venus,113, 0113-May-14 08:42:00 UTC,0.253,45.654
Saturn Venus,114, 0114-Mar-10 10:07:00 UTC,1.799,21.521
Saturn Venus,115, 0115-May-11 08:16:00 UTC,0.907,18.165
Saturn Venus,116, 0116-May-10 01:07:00 UTC,3.349,5.546
Saturn Venus,116, 0116-Jun-25 14:36:00 UTC,2.136,43.948
Saturn Venus,117, 0117-Apr-29 07:21:00 UTC,1.963,16.34
Saturn Venus,118, 0118-Jun-30 17:50:00 UTC,0.491,22.599
Saturn Venus,119, 0119-Apr-25 16:24:00 UTC,3.533,44.85
Saturn Venus,120, 0120-Jun-18 11:07:00 UTC,1.102,11.636
Saturn Venus,121, 0121-Aug-18 21:25:00 UTC,0.194,27.633
Saturn Venus,122, 0122-Jun-10 20:06:00 UTC,0.747,42.388
Saturn Venus,123, 0123-Aug-06 13:40:00 UTC,0.132,6.54
Saturn Venus,124, 0124-Oct-03 21:43:00 UTC,0.583,33.755
Saturn Venus,125, 0125-Jul-25 09:01:00 UTC,1.422,38.559
Saturn Venus,126, 0126-Sep-20 20:44:00 UTC,1.009,2.293
Saturn Venus,127, 0127-Nov-16 09:49:00 UTC,0.254,40.308
Saturn Venus,128, 0128-Sep-06 04:52:00 UTC,2.435,32.951
Saturn Venus,129, 0129-Nov-02 23:01:00 UTC,1.213,8.368
Saturn Venus,130, 0130-Dec-25 10:39:00 UTC,1.001,45.678
Saturn Venus,131, 0131-Oct-19 01:34:00 UTC,2.376,25.701
Saturn Venus,132, 0132-Dec-15 00:11:00 UTC,0.818,16.536
Saturn Venus,133, 0133-Oct-20 01:01:00 UTC,5.279,44.459
Saturn Venus,133, 0133-Dec-05 06:09:00 UTC,1.256,2.63
Saturn Venus,134, 0134-Jan-26 22:30:00 UTC,3.79,45.175
Saturn Venus,134, 0134-Nov-30 00:40:00 UTC,1.572,17.479
Saturn Venus,136, 0136-Jan-27 07:18:00 UTC,0.115,24.504
Saturn Venus,136, 0136-Nov-20 14:40:00 UTC,1.97,46.297
Saturn Venus,138, 0138-Jan-12 07:45:00 UTC,0.411,9.341
Saturn Venus,139, 0139-Mar-12 03:23:00 UTC,0.475,31.307
Saturn Venus,140, 0140-Jan-01 15:19:00 UTC,0.516,41.311
Saturn Venus,141, 0141-Feb-27 01:44:00 UTC,0.679,2.916
Saturn Venus,142, 0142-Apr-27 09:45:00 UTC,0.503,36.486
Saturn Venus,143, 0143-Feb-16 06:50:00 UTC,2.205,35.498
Saturn Venus,144, 0144-Apr-16 17:07:00 UTC,1.261,4.306
Saturn Venus,145, 0145-Jun-14 22:33:00 UTC,0.223,40.369
Saturn Venus,146, 0146-Apr-06 06:40:00 UTC,2.634,30.265
Saturn Venus,147, 0147-Jun-07 04:27:00 UTC,1.076,8.49
Saturn Venus,148, 0148-Aug-02 16:31:00 UTC,1.351,43.83
Saturn Venus,149, 0149-May-26 07:02:00 UTC,1.715,25.677
Saturn Venus,150, 0150-Jul-27 01:38:00 UTC,0.318,13.252
Saturn Venus,151, 0151-Jun-11 00:18:00 UTC,5.269,37.266
Saturn Venus,151, 0151-Sep-17 18:38:00 UTC,2.263,46.611
Saturn Venus,152, 0152-Jul-13 17:30:00 UTC,0.159,20.935
Saturn Venus,153, 0153-Sep-12 07:19:00 UTC,0.429,19.267
Saturn Venus,154, 0154-Jul-11 07:50:00 UTC,2.528,46.097
Saturn Venus,154, 0154-Oct-18 20:05:00 UTC,4.376,40.423
Saturn Venus,155, 0155-Aug-29 10:51:00 UTC,1.101,15.112
Saturn Venus,156, 0156-Oct-26 11:41:00 UTC,0.67,26.401
Saturn Venus,157, 0157-Aug-19 01:10:00 UTC,3.503,44.75
Saturn Venus,158, 0158-Oct-11 22:25:00 UTC,1.607,7.918
Saturn Venus,159, 0159-Dec-08 07:55:00 UTC,0.256,33.941
Saturn Venus,160, 0160-Sep-28 04:11:00 UTC,3.323,39.628
Saturn Venus,161, 0161-Nov-23 05:50:00 UTC,1.38,1.558
Saturn Venus,163, 0163-Jan-17 18:00:00 UTC,0.674,40.81
Saturn Venus,163, 0163-Nov-09 02:04:00 UTC,2.304,32.54
Saturn Venus,165, 0165-Jan-04 16:18:00 UTC,0.677,9.172
Saturn Venus,166, 0166-Feb-26 08:14:00 UTC,1.766,45.593
Saturn Venus,166, 0166-Dec-21 12:12:00 UTC,0.851,24.725
Saturn Venus,168, 0168-Feb-18 14:14:00 UTC,0.133,16.875
Saturn Venus,168, 0168-Dec-22 15:01:00 UTC,1.867,45.113
Saturn Venus,169, 0169-Apr-04 15:02:00 UTC,2.618,45.488
Saturn Venus,170, 0170-Feb-04 10:29:00 UTC,0.598,17.379
Saturn Venus,171, 0171-Apr-06 00:43:00 UTC,0.642,23.13
Saturn Venus,172, 0172-Jan-29 18:52:00 UTC,3.323,46.307
Saturn Venus,173, 0173-Mar-24 09:15:00 UTC,1.545,11.285
Saturn Venus,174, 0174-May-25 01:37:00 UTC,0.563,27.937
Saturn Venus,175, 0175-Mar-17 02:26:00 UTC,3.779,42.554
Saturn Venus,176, 0176-May-13 13:35:00 UTC,1.59,6.236
Saturn Venus,177, 0177-Jul-14 04:29:00 UTC,0.028,32.247
Saturn Venus,178, 0178-May-05 00:39:00 UTC,2.593,38.527
Saturn Venus,179, 0179-Jul-03 17:47:00 UTC,0.793,1.391
Saturn Venus,180, 0180-Aug-31 15:54:00 UTC,0.662,37.149
Saturn Venus,181, 0181-Jun-22 01:11:00 UTC,0.546,34.45
Saturn Venus,182, 0182-Aug-20 15:53:00 UTC,0.242,4.459
Saturn Venus,183, 0183-Oct-16 08:22:00 UTC,0.756,42.601
Saturn Venus,184, 0184-Aug-06 15:22:00 UTC,1.191,29.456
Saturn Venus,185, 0185-Oct-04 16:07:00 UTC,0.886,11.279
Saturn Venus,186, 0186-Nov-24 19:27:00 UTC,0.174,46.695
Saturn Venus,187, 0187-Sep-20 01:14:00 UTC,2.016,22.961
Saturn Venus,188, 0188-Nov-16 10:22:00 UTC,0.891,19.086
Saturn Venus,189, 0189-Sep-15 03:32:00 UTC,5.725,47.173
Saturn Venus,189, 0189-Dec-09 05:33:00 UTC,2.656,29.52
Saturn Venus,190, 0190-Nov-01 06:24:00 UTC,1.93,15.1
Saturn Venus,191, 0191-Dec-29 02:28:00 UTC,0.361,27.134
Saturn Venus,192, 0192-Oct-20 21:46:00 UTC,3.544,44.947
Saturn Venus,193, 0193-Dec-13 11:55:00 UTC,1.206,6.569
Saturn Venus,195, 0195-Feb-08 21:52:00 UTC,0.376,34.471
Saturn Venus,195, 0195-Dec-01 00:51:00 UTC,1.481,38.938
Saturn Venus,197, 0197-Jan-26 01:20:00 UTC,0.207,1.9
Saturn Venus,198, 0198-Mar-24 00:05:00 UTC,0.815,40.227
Saturn Venus,199, 0199-Jan-13 10:18:00 UTC,0.458,32.062
Saturn Venus,200, 0200-Mar-14 01:46:00 UTC,0.661,8.765
Saturn Venus,201, 0201-May-08 23:55:00 UTC,0.373,43.956
Saturn Venus,202, 0202-Mar-02 06:03:00 UTC,1.831,25.728
Saturn Venus,203, 0203-May-02 21:46:00 UTC,1.012,14.122
Saturn Venus,204, 0204-Jun-24 02:32:00 UTC,1.265,45.683
Saturn Venus,205, 0205-Apr-20 20:38:00 UTC,2.142,20.43
Saturn Venus,206, 0206-Jun-22 08:36:00 UTC,0.697,18.575
Saturn Venus,207, 0207-Apr-22 03:27:00 UTC,4.323,44.931
Saturn Venus,207, 0207-Jun-26 15:16:00 UTC,4.364,9.504
Saturn Venus,207, 0207-Aug-06 10:21:00 UTC,4.184,43.763
Saturn Venus,208, 0208-Jun-10 02:38:00 UTC,1.326,15.749
Saturn Venus,209, 0209-Aug-10 22:32:00 UTC,0.004,23.477
Saturn Venus,210, 0210-Jun-05 02:49:00 UTC,1.027,44.589
Saturn Venus,211, 0211-Jul-29 13:40:00 UTC,0.014,10.776
Saturn Venus,212, 0212-Sep-26 14:58:00 UTC,0.525,29.539
Saturn Venus,213, 0213-Jul-18 21:55:00 UTC,1.431,41.833
Saturn Venus,214, 0214-Sep-13 05:16:00 UTC,0.996,4.889
Saturn Venus,215, 0215-Nov-09 22:54:00 UTC,0.423,36.378
Saturn Venus,216, 0216-Aug-30 10:04:00 UTC,2.604,36.932
Saturn Venus,217, 0217-Oct-26 13:51:00 UTC,1.325,3.955
Saturn Venus,218, 0218-Dec-20 09:13:00 UTC,0.466,42.834
Saturn Venus,219, 0219-Oct-12 02:00:00 UTC,2.612,30.164
Saturn Venus,220, 0220-Dec-07 18:24:00 UTC,1.01,11.782
Saturn Venus,222, 0222-Jan-26 15:27:00 UTC,2.215,46.759
Saturn Venus,222, 0222-Nov-22 19:45:00 UTC,1.808,22.193
Saturn Venus,224, 0224-Jan-20 02:06:00 UTC,0.321,19.939
Saturn Venus,224, 0224-Nov-17 14:12:00 UTC,2.371,47.137
Saturn Venus,226, 0226-Jan-04 19:37:00 UTC,0.592,14.039
Saturn Venus,227, 0227-Mar-04 20:51:00 UTC,0.346,27.13
Saturn Venus,227, 0227-Dec-26 16:23:00 UTC,0.417,44.59
Saturn Venus,229, 0229-Feb-19 05:09:00 UTC,0.602,6.901
Saturn Venus,230, 0230-Apr-20 02:52:00 UTC,0.559,32.757
Saturn Venus,231, 0231-Feb-09 05:00:00 UTC,2.309,39.353
Saturn Venus,232, 0232-Apr-08 13:02:00 UTC,1.32,2.338
Saturn Venus,233, 0233-Jun-07 19:29:00 UTC,0.088,37.032
Saturn Venus,234, 0234-Mar-29 14:31:00 UTC,2.881,34.194
Saturn Venus,235, 0235-May-29 21:28:00 UTC,1.242,4.412
Saturn Venus,236, 0236-Jul-27 05:02:00 UTC,0.819,40.901
Saturn Venus,237, 0237-May-18 10:53:00 UTC,1.996,29.627
Saturn Venus,238, 0238-Jul-18 23:40:00 UTC,0.497,8.957
Saturn Venus,239, 0239-Sep-13 03:19:00 UTC,1.546,44.868
Saturn Venus,240, 0240-Jul-06 00:04:00 UTC,0.346,25.045
Saturn Venus,241, 0241-Sep-04 14:58:00 UTC,0.345,14.808
Saturn Venus,242, 0242-Jul-13 13:10:00 UTC,4.524,41.934
Saturn Venus,242, 0242-Oct-23 10:40:00 UTC,1.609,46.719
Saturn Venus,243, 0243-Aug-21 21:45:00 UTC,1.064,19.483
Saturn Venus,244, 0244-Oct-19 05:10:00 UTC,0.739,21.87
Saturn Venus,245, 0245-Aug-14 12:20:00 UTC,4.126,46.658
Saturn Venus,246, 0246-Oct-04 11:22:00 UTC,1.699,12.481
Saturn Venus,247, 0247-Dec-01 10:23:00 UTC,0.492,29.582
Saturn Venus,248, 0248-Sep-22 01:54:00 UTC,3.761,43.12
Saturn Venus,249, 0249-Nov-15 18:32:00 UTC,1.551,4.358
Saturn Venus,251, 0251-Jan-11 08:03:00 UTC,0.269,37.009
Saturn Venus,251, 0251-Nov-02 05:50:00 UTC,2.648,36.745
Saturn Venus,252, 0252-Dec-28 01:46:00 UTC,0.868,4.442
Saturn Venus,254, 0254-Feb-20 20:55:00 UTC,1.187,43.007
Saturn Venus,254, 0254-Dec-14 01:51:00 UTC,1.101,29.208
Saturn Venus,256, 0256-Feb-10 17:17:00 UTC,0.008,12.396
Saturn Venus,257, 0257-Apr-02 08:09:00 UTC,1.675,46.161
Saturn Venus,258, 0258-Jan-27 10:20:00 UTC,0.469,21.807
Saturn Venus,259, 0259-Mar-28 20:10:00 UTC,0.63,19.006
Saturn Venus,260, 0260-Jan-25 22:57:00 UTC,4.126,46.885
Saturn Venus,260, 0260-May-08 21:52:00 UTC,1.2,42.484
Saturn Venus,261, 0261-Mar-15 21:33:00 UTC,1.57,15.483
Saturn Venus,262, 0262-May-16 17:00:00 UTC,0.718,24.07
Saturn Venus,263, 0263-Mar-10 15:00:00 UTC,4.342,45.11
Saturn Venus,264, 0264-May-04 21:09:00 UTC,1.752,10.298
Saturn Venus,265, 0265-Jul-05 23:55:00 UTC,0.237,28.432
Saturn Venus,266, 0266-Apr-27 18:37:00 UTC,3.054,41.618
Saturn Venus,267, 0267-Jun-25 05:23:00 UTC,0.996,5.536
Saturn Venus,268, 0268-Aug-24 02:03:00 UTC,0.42,33.315
Saturn Venus,269, 0269-Jun-14 15:54:00 UTC,0.817,37.939
Saturn Venus,270, 0270-Aug-12 13:51:00 UTC,0.115,1.507
Saturn Venus,271, 0271-Oct-09 20:13:00 UTC,0.678,39.06
Saturn Venus,272, 0272-Jul-30 07:47:00 UTC,1.134,33.404
Saturn Venus,273, 0273-Sep-27 00:29:00 UTC,0.893,6.807
Saturn Venus,274, 0274-Nov-20 08:35:00 UTC,0.081,44.627
Saturn Venus,275, 0275-Sep-12 18:53:00 UTC,2.118,27.333
Saturn Venus,276, 0276-Nov-09 02:42:00 UTC,1.03,14.408
Saturn Venus,277, 0277-Dec-25 17:53:00 UTC,1.843,46.56
Saturn Venus,278, 0278-Oct-24 23:41:00 UTC,2.118,19.781
Saturn Venus,279, 0279-Dec-22 00:04:00 UTC,0.595,22.555
Saturn Venus,280, 0280-Oct-16 11:58:00 UTC,4.253,47.053
Saturn Venus,281, 0281-Dec-06 01:55:00 UTC,1.412,11.369
Saturn Venus,283, 0283-Feb-01 23:06:00 UTC,0.115,30.27
Saturn Venus,283, 0283-Nov-24 19:10:00 UTC,1.836,42.626
Saturn Venus,285, 0285-Jan-18 09:00:00 UTC,0.368,3.258
Saturn Venus,286, 0286-Mar-17 05:39:00 UTC,0.643,36.656
Saturn Venus,287, 0287-Jan-06 06:08:00 UTC,0.308,36.233
Saturn Venus,288, 0288-Mar-05 01:34:00 UTC,0.603,4.543
Saturn Venus,289, 0289-May-01 17:00:00 UTC,0.466,41.235
Saturn Venus,290, 0290-Feb-21 10:56:00 UTC,1.862,29.943
Saturn Venus,291, 0291-Apr-23 15:22:00 UTC,1.093,10.001
Saturn Venus,292, 0292-Jun-18 02:48:00 UTC,0.674,44.26
Saturn Venus,293, 0293-Apr-11 16:46:00 UTC,2.323,24.549
Saturn Venus,294, 0294-Jun-13 01:24:00 UTC,0.883,14.479
Saturn Venus,295, 0295-May-08 13:31:00 UTC,4.61,27.497
Saturn Venus,295, 0295-Aug-04 22:57:00 UTC,2.467,46.089
Saturn Venus,296, 0296-May-31 22:28:00 UTC,1.558,19.862
Saturn Venus,297, 0297-Aug-01 23:02:00 UTC,0.182,19.252
Saturn Venus,298, 0298-May-31 10:23:00 UTC,1.237,45.146
Saturn Venus,298, 0298-Sep-12 05:23:00 UTC,5.446,42.63
Saturn Venus,299, 0299-Jul-20 15:18:00 UTC,0.174,15.021
Saturn Venus,300, 0300-Sep-19 04:15:00 UTC,0.455,25.201
Saturn Venus,301, 0301-Jul-13 04:06:00 UTC,1.504,44.477
Saturn Venus,302, 0302-Sep-05 13:38:00 UTC,0.971,9.159
Saturn Venus,303, 0303-Nov-03 02:48:00 UTC,0.547,32.163
Saturn Venus,304, 0304-Aug-23 21:51:00 UTC,2.816,40.576
Saturn Venus,305, 0305-Oct-19 01:58:00 UTC,1.423,2.63
Saturn Venus,306, 0306-Dec-14 07:54:00 UTC,0.075,39.236
Saturn Venus,307, 0307-Oct-05 03:13:00 UTC,2.876,34.409
Saturn Venus,308, 0308-Nov-30 07:06:00 UTC,1.19,7.079
Saturn Venus,310, 0310-Jan-22 08:48:00 UTC,1.35,44.968
Saturn Venus,310, 0310-Nov-15 12:01:00 UTC,2.069,26.766
Saturn Venus,312, 0312-Jan-12 12:23:00 UTC,0.522,15.338
Saturn Venus,312, 0312-Nov-23 17:56:00 UTC,2.042,39.2
Saturn Venus,312, 0312-Dec-14 12:26:00 UTC,2.45,20.267
Saturn Venus,313, 0313-Feb-26 23:57:00 UTC,3.321,46.393
Saturn Venus,313, 0313-Dec-28 01:13:00 UTC,0.804,18.661
Saturn Venus,315, 0315-Feb-25 01:42:00 UTC,0.208,22.888
Saturn Venus,315, 0315-Dec-21 09:30:00 UTC,0.341,46.817
Saturn Venus,317, 0317-Feb-10 22:15:00 UTC,0.492,11.233
Saturn Venus,318, 0318-Apr-12 01:41:00 UTC,0.585,28.948
Saturn Venus,319, 0319-Feb-01 23:44:00 UTC,2.419,42.753
Saturn Venus,320, 0320-Mar-30 19:08:00 UTC,1.352,5.337
Saturn Venus,321, 0321-May-30 17:12:00 UTC,0.332,33.557
Saturn Venus,322, 0322-Mar-21 13:25:00 UTC,3.154,37.827
Saturn Venus,323, 0323-May-21 00:05:00 UTC,1.404,1.516
Saturn Venus,324, 0324-Jul-19 12:44:00 UTC,0.412,37.629
Saturn Venus,325, 0325-May-10 04:41:00 UTC,2.326,33.322
Saturn Venus,326, 0326-Jul-10 07:57:00 UTC,0.69,4.817
Saturn Venus,327, 0327-Sep-06 14:52:00 UTC,1.102,42.048
Saturn Venus,328, 0328-Jun-27 22:15:00 UTC,0.581,28.93
Saturn Venus,329, 0329-Aug-27 11:26:00 UTC,0.235,10.46
Saturn Venus,330, 0330-Oct-20 02:17:00 UTC,1.128,46.156
Saturn Venus,331, 0331-Aug-14 03:16:00 UTC,0.997,23.695
Saturn Venus,332, 0332-Oct-11 14:21:00 UTC,0.775,17.35
Saturn Venus,333, 0333-Aug-12 11:50:00 UTC,5.378,46.137
Saturn Venus,333, 0333-Nov-21 11:04:00 UTC,0.275,43.503
Saturn Venus,334, 0334-Sep-26 21:57:00 UTC,1.779,17.005
Saturn Venus,335, 0335-Nov-24 06:21:00 UTC,0.684,25.085
Saturn Venus,336, 0336-Sep-16 16:40:00 UTC,4.358,45.882
Saturn Venus,337, 0337-Nov-08 07:02:00 UTC,1.721,9.014
Saturn Venus,339, 0339-Jan-04 14:02:00 UTC,0.06,32.858
Saturn Venus,339, 0339-Oct-26 18:02:00 UTC,3.055,40.638
Saturn Venus,340, 0340-Dec-20 12:17:00 UTC,1.063,0.521
Saturn Venus,342, 0342-Feb-14 16:10:00 UTC,0.763,39.638
Saturn Venus,342, 0342-Dec-06 21:43:00 UTC,1.379,33.568
Saturn Venus,344, 0344-Feb-02 22:06:00 UTC,0.158,7.829
Saturn Venus,345, 0345-Mar-28 09:38:00 UTC,1.231,44.378
Saturn Venus,346, 0346-Jan-19 15:53:00 UTC,0.325,26.233
Saturn Venus,347, 0347-Mar-20 17:33:00 UTC,0.594,14.764
Saturn Venus,348, 0348-May-09 14:19:00 UTC,0.601,45.905
Saturn Venus,349, 0349-Mar-07 15:16:00 UTC,1.581,19.749
Saturn Venus,350, 0350-May-08 09:17:00 UTC,0.836,20.087
Saturn Venus,351, 0351-Mar-05 20:46:00 UTC,5.226,46.37
Saturn Venus,351, 0351-May-28 18:20:00 UTC,0.205,24.35
Saturn Venus,351, 0351-Jun-11 10:38:00 UTC,1.594,35.715
Saturn Venus,352, 0352-Apr-26 08:25:00 UTC,1.906,14.42
Saturn Venus,353, 0353-Jun-27 17:35:00 UTC,0.467,24.511
Saturn Venus,354, 0354-Apr-21 08:28:00 UTC,3.62,44.144
Saturn Venus,355, 0355-Jun-16 18:36:00 UTC,1.203,9.69
Saturn Venus,356, 0356-Aug-16 07:09:00 UTC,0.2,29.322
Saturn Venus,357, 0357-Jun-07 17:08:00 UTC,1.121,41.096
Saturn Venus,358, 0358-Aug-04 11:30:00 UTC,0.025,4.774
Saturn Venus,359, 0359-Oct-02 20:36:00 UTC,0.603,35.149
