Planets ,year,date,angular separation (deg),elongation
Venus Moon,9, 0009-Jul-05 19:24:00 UTC,1.263,43.214
Venus Moon,9, 0009-Aug-04 11:08:00 UTC,0.085,38.04
Venus Moon,9, 0009-Sep-03 05:46:00 UTC,1.541,31.617
Venus Moon,9, 0009-Oct-03 04:10:00 UTC,3.028,24.591
Venus Moon,9, 0009-Nov-02 07:19:00 UTC,3.551,17.331
Venus Moon,9, 0009-Dec-02 15:07:00 UTC,2.611,10.052
Venus Moon,10, 0010-Jan-02 01:53:00 UTC,0.427,2.942
Venus Moon,10, 0010-Feb-01 12:52:00 UTC,2.116,4.777
Venus Moon,10, 0010-Mar-03 21:20:00 UTC,3.925,12.174
Venus Moon,10, 0010-Apr-03 01:20:00 UTC,4.225,19.804
Venus Moon,10, 0010-May-03 00:21:00 UTC,2.847,27.424
Venus Moon,10, 0010-Jun-01 19:19:00 UTC,0.208,34.645
Venus Moon,10, 0010-Jul-01 11:49:00 UTC,2.948,40.917
Venus Moon,10, 0010-Jul-31 02:46:00 UTC,5.85,45.392
Venus Moon,10, 0010-Aug-29 14:13:00 UTC,7.981,46.217
Venus Moon,10, 0010-Nov-20 07:38:00 UTC,2.284,29.708
Venus Moon,10, 0010-Dec-18 14:07:00 UTC,1.08,44.847
Venus Moon,11, 0011-Jan-16 23:13:00 UTC,2.676,46.626
Venus Moon,11, 0011-Feb-15 21:01:00 UTC,3.622,43.382
Venus Moon,11, 0011-Mar-18 01:51:00 UTC,3.889,37.934
Venus Moon,11, 0011-Apr-17 09:43:00 UTC,3.233,31.264
Venus Moon,11, 0011-May-17 17:09:00 UTC,1.667,23.805
Venus Moon,11, 0011-Jun-16 21:57:00 UTC,0.423,15.856
Venus Moon,11, 0011-Jul-16 23:36:00 UTC,2.381,7.737
Venus Moon,11, 0011-Aug-15 22:48:00 UTC,3.507,1.479
Venus Moon,11, 0011-Sep-14 20:55:00 UTC,3.337,8.465
Venus Moon,11, 0011-Oct-14 19:35:00 UTC,1.885,15.872
Venus Moon,11, 0011-Nov-13 20:21:00 UTC,0.325,22.929
Venus Moon,11, 0011-Dec-14 00:23:00 UTC,2.489,29.633
Venus Moon,12, 0012-Jan-13 07:28:00 UTC,3.89,35.903
Venus Moon,12, 0012-Feb-12 14:59:00 UTC,4.224,41.384
Venus Moon,12, 0012-Mar-13 17:39:00 UTC,3.654,45.053
Venus Moon,12, 0012-Apr-12 07:30:00 UTC,2.426,44.205
Venus Moon,12, 0012-May-10 17:12:00 UTC,0.026,31.381
Venus Moon,12, 0012-Jun-06 04:21:00 UTC,4.418,4.045
Venus Moon,12, 0012-Jul-31 17:43:00 UTC,6.977,45.37
Venus Moon,12, 0012-Aug-30 09:34:00 UTC,6.116,45.304
Venus Moon,12, 0012-Sep-29 07:36:00 UTC,4.22,41.283
Venus Moon,12, 0012-Oct-29 06:14:00 UTC,1.485,35.556
Venus Moon,12, 0012-Nov-28 04:09:00 UTC,1.389,29.07
Venus Moon,12, 0012-Dec-28 01:58:00 UTC,3.474,22.249
Venus Moon,13, 0013-Jan-27 01:02:00 UTC,4.076,15.213
Venus Moon,13, 0013-Feb-26 02:42:00 UTC,3.073,7.908
Venus Moon,13, 0013-Mar-28 07:43:00 UTC,0.967,1.108
Venus Moon,13, 0013-Apr-27 15:52:00 UTC,1.351,8.127
Venus Moon,13, 0013-May-28 01:25:00 UTC,2.989,16.411
Venus Moon,13, 0013-Jun-27 09:28:00 UTC,3.435,24.545
Venus Moon,13, 0013-Jul-27 13:26:00 UTC,2.747,32.121
Venus Moon,13, 0013-Aug-26 12:24:00 UTC,1.423,38.794
Venus Moon,13, 0013-Sep-25 06:45:00 UTC,0.036,44.149
Venus Moon,13, 0013-Oct-24 20:34:00 UTC,1.199,47.237
Venus Moon,13, 0013-Nov-23 02:36:00 UTC,2.935,45.269
Venus Moon,13, 0013-Dec-21 10:47:00 UTC,7.237,29.987
Venus Moon,14, 0014-Mar-14 04:38:00 UTC,6.582,45.885
Venus Moon,14, 0014-Apr-12 12:48:00 UTC,2.131,44.984
Venus Moon,14, 0014-May-12 04:45:00 UTC,1.879,40.546
Venus Moon,14, 0014-Jun-11 03:29:00 UTC,4.607,34.343
Venus Moon,14, 0014-Jul-11 08:38:00 UTC,5.335,27.144
Venus Moon,14, 0014-Aug-10 18:04:00 UTC,3.908,19.428
Venus Moon,14, 0014-Sep-10 04:17:00 UTC,1.012,11.58
Venus Moon,14, 0014-Oct-10 12:24:00 UTC,2.048,3.895
Venus Moon,14, 0014-Nov-09 17:03:00 UTC,3.948,3.672
Venus Moon,14, 0014-Dec-09 18:11:00 UTC,3.97,10.833
Venus Moon,15, 0015-Jan-08 16:43:00 UTC,2.302,17.849
Venus Moon,15, 0015-Feb-07 14:19:00 UTC,0.117,24.788
Venus Moon,15, 0015-Mar-09 12:33:00 UTC,2.102,31.618
Venus Moon,15, 0015-Apr-08 12:06:00 UTC,2.873,38.023
Venus Moon,15, 0015-May-08 11:52:00 UTC,2.536,43.204
Venus Moon,15, 0015-Jun-07 07:48:00 UTC,2.203,45.415
Venus Moon,15, 0015-Jul-06 13:21:00 UTC,3.822,40.353
Venus Moon,15, 0015-Sep-26 02:24:00 UTC,4.886,42.533
Venus Moon,15, 0015-Oct-25 11:30:00 UTC,1.138,46.767
Venus Moon,15, 0015-Nov-24 12:57:00 UTC,5.453,44.49
Venus Moon,15, 0015-Dec-24 19:18:00 UTC,6.896,39.549
Venus Moon,16, 0016-Jan-23 23:54:00 UTC,5.28,33.429
Venus Moon,16, 0016-Feb-23 00:24:00 UTC,1.652,26.676
Venus Moon,16, 0016-Mar-23 21:45:00 UTC,2.279,19.419
Venus Moon,16, 0016-Apr-22 18:07:00 UTC,4.879,11.676
Venus Moon,16, 0016-May-22 15:31:00 UTC,5.165,3.53
Venus Moon,16, 0016-Jun-21 15:30:00 UTC,3.174,4.873
Venus Moon,16, 0016-Jul-21 19:14:00 UTC,0.071,13.183
Venus Moon,16, 0016-Aug-21 03:09:00 UTC,3.01,21.164
Venus Moon,16, 0016-Sep-20 13:46:00 UTC,4.261,28.601
Venus Moon,16, 0016-Oct-20 23:27:00 UTC,3.353,35.33
Venus Moon,16, 0016-Nov-20 04:31:00 UTC,1.045,41.117
Venus Moon,16, 0016-Dec-20 02:49:00 UTC,1.047,45.383
Venus Moon,17, 0017-Jan-18 15:58:00 UTC,1.291,46.532
Venus Moon,17, 0017-Feb-16 12:30:00 UTC,0.989,39.919
Venus Moon,17, 0017-Mar-15 22:17:00 UTC,3.581,15.108
Venus Moon,17, 0017-Apr-11 11:26:00 UTC,0.013,25.839
Venus Moon,17, 0017-May-09 12:38:00 UTC,5.452,42.989
Venus Moon,17, 0017-Jun-07 15:05:00 UTC,7.977,45.66
Venus Moon,17, 0017-Aug-05 18:26:00 UTC,3.63,37.296
Venus Moon,17, 0017-Sep-04 14:29:00 UTC,1.07,30.752
Venus Moon,17, 0017-Oct-04 16:20:00 UTC,4.93,23.638
Venus Moon,17, 0017-Nov-04 00:24:00 UTC,6.211,16.306
Venus Moon,17, 0017-Dec-04 12:01:00 UTC,4.381,8.987
Venus Moon,18, 0018-Jan-03 23:14:00 UTC,0.511,1.982
Venus Moon,18, 0018-Feb-03 07:36:00 UTC,3.39,5.794
Venus Moon,18, 0018-Mar-05 12:02:00 UTC,5.447,13.181
Venus Moon,18, 0018-Apr-04 12:00:00 UTC,4.794,20.763
Venus Moon,18, 0018-May-04 08:03:00 UTC,1.94,28.313
Venus Moon,18, 0018-Jun-03 02:03:00 UTC,1.577,35.438
Venus Moon,18, 0018-Jul-02 19:49:00 UTC,3.935,41.558
Venus Moon,18, 0018-Aug-01 13:21:00 UTC,3.825,45.724
Venus Moon,18, 0018-Aug-31 02:16:00 UTC,1.232,45.786
Venus Moon,18, 0018-Sep-28 20:32:00 UTC,1.736,35.534
Venus Moon,18, 0018-Oct-25 18:53:00 UTC,0.454,4.762
Venus Moon,18, 0018-Nov-21 11:10:00 UTC,6.873,32.992
Venus Moon,19, 0019-Jan-18 16:09:00 UTC,5.417,46.39
Venus Moon,19, 0019-Feb-17 17:35:00 UTC,0.29,42.721
Venus Moon,19, 0019-Mar-19 23:38:00 UTC,4.444,37.063
Venus Moon,19, 0019-Apr-19 06:43:00 UTC,6.72,30.283
Venus Moon,19, 0019-May-19 11:22:00 UTC,5.713,22.776
Venus Moon,19, 0019-Jun-18 12:02:00 UTC,2.104,14.829
Venus Moon,19, 0019-Jul-18 09:56:00 UTC,2.346,6.746
Venus Moon,19, 0019-Aug-17 07:23:00 UTC,5.56,2.032
Venus Moon,19, 0019-Sep-16 06:11:00 UTC,5.996,9.425
Venus Moon,19, 0019-Oct-16 07:14:00 UTC,3.443,16.836
Venus Moon,19, 0019-Nov-15 11:19:00 UTC,0.811,23.891
Venus Moon,19, 0019-Dec-15 19:07:00 UTC,4.614,30.577
Venus Moon,20, 0020-Jan-15 05:14:00 UTC,5.957,36.785
Venus Moon,20, 0020-Feb-14 12:38:00 UTC,4.091,42.084
Venus Moon,20, 0020-Mar-15 11:19:00 UTC,0.118,45.328
Venus Moon,20, 0020-Apr-13 19:19:00 UTC,3.463,43.486
Venus Moon,20, 0020-May-11 23:06:00 UTC,3.097,28.153
Venus Moon,20, 0020-Jun-07 10:00:00 UTC,3.398,9.18
Venus Moon,20, 0020-Jul-04 14:23:00 UTC,5.953,37.689
Venus Moon,20, 0020-Aug-02 10:58:00 UTC,2.554,45.733
Venus Moon,20, 0020-Aug-31 23:52:00 UTC,2.391,44.904
Venus Moon,20, 0020-Sep-30 18:29:00 UTC,5.967,40.593
Venus Moon,20, 0020-Oct-30 15:11:00 UTC,6.39,34.741
Venus Moon,20, 0020-Nov-29 12:32:00 UTC,3.555,28.193
Venus Moon,20, 0020-Dec-29 11:04:00 UTC,0.987,21.334
Venus Moon,21, 0021-Jan-28 12:50:00 UTC,4.957,14.252
Venus Moon,21, 0021-Feb-27 19:06:00 UTC,6.417,6.889
Venus Moon,21, 0021-Mar-30 04:26:00 UTC,4.656,1.53
Venus Moon,21, 0021-Apr-29 13:45:00 UTC,0.574,9.256
Venus Moon,21, 0021-May-29 20:59:00 UTC,3.819,17.505
Venus Moon,21, 0021-Jun-29 01:01:00 UTC,6.379,25.548
Venus Moon,21, 0021-Jul-29 00:49:00 UTC,5.806,33.001
Venus Moon,21, 0021-Aug-27 20:09:00 UTC,2.3,39.522
Venus Moon,21, 0021-Sep-26 12:14:00 UTC,2.539,44.667
Venus Moon,21, 0021-Nov-24 08:40:00 UTC,6.707,44.329
Venus Moon,21, 0021-Dec-22 13:32:00 UTC,2.058,26.286
Venus Moon,22, 0022-Jan-18 03:21:00 UTC,3.237,15.543
Venus Moon,22, 0022-Feb-14 13:43:00 UTC,0.695,39.949
Venus Moon,22, 0022-Mar-15 09:53:00 UTC,3.591,46.108
Venus Moon,22, 0022-Apr-13 22:24:00 UTC,5.508,44.579
Venus Moon,22, 0022-May-13 19:48:00 UTC,4.232,39.816
Venus Moon,22, 0022-Jun-12 22:52:00 UTC,0.621,33.416
Venus Moon,22, 0022-Jul-13 06:02:00 UTC,3.455,26.104
Venus Moon,22, 0022-Aug-12 15:21:00 UTC,5.9,18.344
Venus Moon,22, 0022-Sep-11 23:23:00 UTC,5.357,10.508
Venus Moon,22, 0022-Oct-12 03:28:00 UTC,2.041,2.899
Venus Moon,22, 0022-Nov-11 03:53:00 UTC,2.391,4.638
Venus Moon,22, 0022-Dec-11 02:43:00 UTC,5.75,11.766
Venus Moon,23, 0023-Feb-09 01:29:00 UTC,3.764,25.708
Venus Moon,23, 0023-Mar-11 02:34:00 UTC,0.813,32.511
Venus Moon,23, 0023-Apr-10 05:16:00 UTC,5.3,38.819
Venus Moon,23, 0023-May-10 08:00:00 UTC,7.562,43.737
Venus Moon,23, 0023-Jun-09 04:26:00 UTC,6.282,45.276
Venus Moon,23, 0023-Jul-08 04:53:00 UTC,1.542,38.518
Venus Moon,23, 0023-Aug-04 09:48:00 UTC,3.988,14.39
Venus Moon,23, 0023-Aug-30 15:19:00 UTC,2.741,26.8
Venus Moon,23, 0023-Sep-27 19:10:00 UTC,1.734,43.792
Venus Moon,23, 0023-Oct-27 09:13:00 UTC,3.115,46.689
Venus Moon,23, 0023-Nov-26 10:10:00 UTC,1.221,43.884
Venus Moon,23, 0023-Dec-26 12:06:00 UTC,2.116,38.749
Venus Moon,24, 0024-Jan-25 12:12:00 UTC,4.669,32.564
Venus Moon,24, 0024-Feb-24 10:09:00 UTC,4.925,25.774
Venus Moon,24, 0024-Mar-25 06:39:00 UTC,2.697,18.481
Venus Moon,24, 0024-Apr-24 03:26:00 UTC,0.977,10.696
Venus Moon,24, 0024-May-24 03:01:00 UTC,4.403,2.502
Venus Moon,24, 0024-Jun-23 07:17:00 UTC,5.901,5.948
Venus Moon,24, 0024-Jul-23 15:46:00 UTC,4.551,14.292
Venus Moon,24, 0024-Aug-23 01:44:00 UTC,0.792,22.246
Venus Moon,24, 0024-Sep-22 10:27:00 UTC,3.687,29.596
Venus Moon,24, 0024-Oct-22 16:13:00 UTC,6.747,36.199
Venus Moon,24, 0024-Nov-21 17:09:00 UTC,6.786,41.813
Venus Moon,24, 0024-Dec-21 11:22:00 UTC,3.512,45.791
Venus Moon,25, 0025-Jan-19 20:36:00 UTC,1.993,46.333
Venus Moon,25, 0025-Feb-17 13:24:00 UTC,7.796,38.167
Venus Moon,25, 0025-Apr-12 12:43:00 UTC,3.876,29.237
Venus Moon,25, 0025-May-10 18:21:00 UTC,0.648,43.854
Venus Moon,25, 0025-Jun-08 21:00:00 UTC,1.248,45.503
Venus Moon,25, 0025-Jul-08 08:39:00 UTC,2.9,42.118
Venus Moon,25, 0025-Aug-07 02:57:00 UTC,3.67,36.523
Venus Moon,25, 0025-Sep-06 03:44:00 UTC,2.583,29.834
Venus Moon,25, 0025-Oct-06 10:24:00 UTC,0.134,22.622
Venus Moon,25, 0025-Nov-05 21:13:00 UTC,3.163,15.245
Venus Moon,25, 0025-Dec-06 09:15:00 UTC,4.843,7.924
Venus Moon,26, 0026-Jan-05 18:43:00 UTC,4.172,1.235
Venus Moon,26, 0026-Feb-04 23:16:00 UTC,1.382,6.788
Venus Moon,26, 0026-Mar-06 23:08:00 UTC,2.278,14.15
Venus Moon,26, 0026-Apr-05 20:08:00 UTC,5.188,21.694
Venus Moon,26, 0026-May-05 16:03:00 UTC,6.008,29.201
Venus Moon,26, 0026-Jun-04 11:57:00 UTC,4.203,36.25
Venus Moon,26, 0026-Jul-04 08:09:00 UTC,0.236,42.204
Venus Moon,26, 0026-Aug-03 03:47:00 UTC,4.697,46.005
Venus Moon,26, 0026-Nov-22 19:09:00 UTC,2.747,35.921
Venus Moon,26, 0026-Dec-21 15:21:00 UTC,1.228,46.176
Venus Moon,27, 0027-Jan-20 11:13:00 UTC,1.262,46.069
Venus Moon,27, 0027-Feb-19 15:42:00 UTC,0.673,42.013
Venus Moon,27, 0027-Mar-21 21:17:00 UTC,0.871,36.173
Venus Moon,27, 0027-Apr-21 00:28:00 UTC,2.674,29.321
Venus Moon,27, 0027-May-21 00:33:00 UTC,3.748,21.792
Venus Moon,27, 0027-Jun-19 22:17:00 UTC,3.369,13.837
Venus Moon,27, 0027-Jul-19 19:06:00 UTC,1.449,5.768
Venus Moon,27, 0027-Aug-18 16:52:00 UTC,1.354,2.841
Venus Moon,27, 0027-Sep-17 17:33:00 UTC,3.855,10.409
Venus Moon,27, 0027-Oct-17 22:34:00 UTC,4.841,17.835
Venus Moon,27, 0027-Nov-17 07:32:00 UTC,3.675,24.896
Venus Moon,27, 0027-Dec-17 18:06:00 UTC,0.677,31.549
Venus Moon,28, 0028-Jan-17 02:55:00 UTC,3.014,37.646
Venus Moon,28, 0028-Feb-16 06:34:00 UTC,6.03,42.72
Venus Moon,28, 0028-Apr-15 04:49:00 UTC,6.889,42.569
Venus Moon,28, 0028-May-13 02:36:00 UTC,4.222,24.535
Venus Moon,28, 0028-Jun-08 12:20:00 UTC,0.275,14.128
Venus Moon,28, 0028-Jul-05 23:10:00 UTC,2.142,39.594
Venus Moon,28, 0028-Aug-03 21:35:00 UTC,2.361,45.929
Venus Moon,28, 0028-Sep-02 09:33:00 UTC,2.712,44.469
Venus Moon,28, 0028-Oct-02 02:25:00 UTC,3.2,39.901
Venus Moon,28, 0028-Oct-31 22:10:00 UTC,3.238,33.93
Venus Moon,28, 0028-Nov-30 20:54:00 UTC,2.331,27.31
Venus Moon,28, 0028-Dec-30 23:16:00 UTC,0.5,20.387
Venus Moon,29, 0029-Jan-30 05:37:00 UTC,1.668,13.243
Venus Moon,29, 0029-Mar-01 15:11:00 UTC,3.304,5.839
Venus Moon,29, 0029-Apr-01 01:34:00 UTC,3.687,2.432
Venus Moon,29, 0029-May-01 09:38:00 UTC,2.599,10.359
Venus Moon,29, 0029-May-31 13:19:00 UTC,0.406,18.557
Venus Moon,29, 0029-Jun-30 12:34:00 UTC,2.136,26.501
Venus Moon,29, 0029-Jul-30 08:36:00 UTC,4.175,33.837
Venus Moon,29, 0029-Aug-29 02:58:00 UTC,5.033,40.228
Venus Moon,29, 0029-Sep-27 20:34:00 UTC,4.388,45.169
Venus Moon,29, 0029-Oct-27 12:10:00 UTC,2.259,47.393
Venus Moon,29, 0029-Nov-25 18:26:00 UTC,1.422,43.095
Venus Moon,29, 0029-Dec-23 16:43:00 UTC,7.181,22.078
Venus Moon,30, 0030-Mar-16 19:11:00 UTC,5.93,46.226
Venus Moon,30, 0030-Apr-15 12:38:00 UTC,3.909,44.103
Venus Moon,30, 0030-May-15 14:13:00 UTC,1.699,39.035
Venus Moon,30, 0030-Jun-14 20:14:00 UTC,0.627,32.454
Venus Moon,30, 0030-Jul-15 03:40:00 UTC,2.609,25.052
Venus Moon,30, 0030-Aug-14 09:55:00 UTC,3.658,17.282
Venus Moon,30, 0030-Sep-13 13:25:00 UTC,3.379,9.487
Venus Moon,30, 0030-Oct-13 14:03:00 UTC,1.842,1.977
Venus Moon,30, 0030-Nov-12 12:58:00 UTC,0.37,5.59
Venus Moon,30, 0030-Dec-12 11:55:00 UTC,2.399,12.706
Venus Moon,31, 0031-Jan-11 12:33:00 UTC,3.484,19.709
Venus Moon,31, 0031-Feb-10 15:49:00 UTC,3.303,26.65
Venus Moon,31, 0031-Mar-12 21:29:00 UTC,2.068,33.435
Venus Moon,31, 0031-Apr-12 03:28:00 UTC,0.3,39.627
Venus Moon,31, 0031-May-12 05:50:00 UTC,1.617,44.215
Venus Moon,31, 0031-Jun-10 22:26:00 UTC,3.901,44.987
Venus Moon,31, 0031-Jul-09 17:10:00 UTC,7.724,36.354
Venus Moon,31, 0031-Sep-29 13:32:00 UTC,6.719,44.78
Venus Moon,31, 0031-Oct-29 03:28:00 UTC,2.235,46.507
Venus Moon,31, 0031-Nov-28 01:16:00 UTC,1.565,43.27
Venus Moon,31, 0031-Dec-27 23:50:00 UTC,4.157,37.972
Venus Moon,32, 0032-Jan-26 21:17:00 UTC,4.957,31.719
Venus Moon,32, 0032-Feb-25 17:54:00 UTC,3.881,24.887
Venus Moon,32, 0032-Mar-26 15:05:00 UTC,1.493,17.545
Venus Moon,32, 0032-Apr-25 14:48:00 UTC,1.227,9.694
Venus Moon,32, 0032-May-25 18:42:00 UTC,3.243,1.432
Venus Moon,32, 0032-Jun-25 02:50:00 UTC,3.834,7.063
Venus Moon,32, 0032-Jul-25 13:05:00 UTC,2.884,15.402
Venus Moon,32, 0032-Aug-24 22:10:00 UTC,0.939,23.296
Venus Moon,32, 0032-Sep-24 03:34:00 UTC,1.094,30.546
Venus Moon,32, 0032-Oct-24 04:24:00 UTC,2.443,37.015
Venus Moon,32, 0032-Nov-23 00:49:00 UTC,2.874,42.454
Venus Moon,32, 0032-Dec-22 16:51:00 UTC,2.863,46.142
Venus Moon,33, 0033-Jan-21 02:10:00 UTC,3.473,46.012
Venus Moon,33, 0033-Feb-18 18:10:00 UTC,5.831,35.99
Venus Moon,33, 0033-Apr-13 14:33:00 UTC,3.544,32.232
Venus Moon,33, 0033-May-11 21:57:00 UTC,1.924,44.516
Venus Moon,33, 0033-Jun-10 02:09:00 UTC,5.455,45.281
Venus Moon,33, 0033-Jul-09 17:05:00 UTC,6.696,41.513
Venus Moon,33, 0033-Aug-08 15:58:00 UTC,5.513,35.698
Venus Moon,33, 0033-Sep-07 21:20:00 UTC,2.406,28.866
Venus Moon,33, 0033-Oct-08 07:10:00 UTC,1.356,21.573
